TIMESTAMP,NEE_VUT_MEAN_QC,GPP_NT_VUT_REF,GPP_DT_VUT_REF,GPP_NT_VUT_MEAN,GPP_DT_VUT_MEAN,database,zScore_DTvsNT_VUT
2023-01-01,1.0,1.52135,1.62347,1.44617,1.69462,ICOS_ETC_L2,0.3948524118070555
2023-01-02,0.979167,0.0846354,0.371651,0.0859914,0.362648,ICOS_ETC_L2,0.415159539236861
2023-01-03,0.979167,1.77654,1.55688,1.81348,1.59244,ICOS_ETC_L2,0.05684665226781863
2023-01-04,1.0,1.04876,0.68517,1.08485,0.649306,ICOS_ETC_L2,0.09758387329013683
2023-01-05,,0.909541,0.649514,0.907198,0.599415,ICOS_ETC_L2,0.005603311735061144
2023-01-06,,0.831532,0.67946,0.846555,0.632391,ICOS_ETC_L2,0.061796976241900704
2023-01-07,,1.93682,1.43594,1.91285,1.18626,ICOS_ETC_L2,0.3071202303815694
2023-01-08,,0.882526,0.56632,0.874983,0.552337,ICOS_ETC_L2,0.01630381569474442
2023-01-09,,0.543729,0.56741,0.570708,0.574003,ICOS_ETC_L2,0.2183549316054716
2023-01-10,,0.737973,0.517505,0.75363,0.544715,ICOS_ETC_L2,0.06557595392368605
2023-01-11,,0.800481,0.379638,0.773932,0.435817,ICOS_ETC_L2,0.027440604751619836
2023-01-12,,0.641416,0.453271,0.629466,0.499716,ICOS_ETC_L2,0.12257019438444926
2023-01-13,1.0,0.778516,0.550489,0.778049,0.581474,ICOS_ETC_L2,0.07446004319654431
2023-01-14,0.929167,1.11491,0.590016,1.05725,0.622602,ICOS_ETC_L2,0.09693880489560838
2023-01-15,0.807813,0.730859,0.64605,0.708871,0.651179,ICOS_ETC_L2,0.17444780417566588
2023-01-16,0.855208,0.529293,0.666391,0.526996,0.685364,ICOS_ETC_L2,0.32999856011519074
2023-01-27,0.817187,1.77562,0.681253,1.83351,0.715392,ICOS_ETC_L2,0.5889978401727861
2023-02-16,0.866667,2.68811,2.95741,1.80727,2.68635,ICOS_ETC_L2,0.8488696904247661
2023-02-17,0.841667,2.49535,2.22292,1.51861,2.08338,ICOS_ETC_L2,0.6225845932325415
2023-02-18,0.913021,2.46641,2.9749,1.73296,2.70483,ICOS_ETC_L2,0.915673146148308
2023-02-19,0.914583,2.67463,3.16602,2.13469,2.87063,ICOS_ETC_L2,0.7458171346292296
2023-02-20,0.928125,3.02173,3.28986,2.50683,2.97941,ICOS_ETC_L2,0.5562131029517641
2023-02-21,0.924479,3.47682,2.94801,2.93033,2.68874,ICOS_ETC_L2,0.04205183585313176
2023-02-22,0.822917,0.35386,1.1702,0.459851,1.17193,ICOS_ETC_L2,0.7286385889128869
2023-02-23,0.893229,2.3765,2.72922,2.30487,2.56291,ICOS_ETC_L2,0.40175665946724254
2023-02-24,0.866667,2.05604,2.50108,1.98055,2.37977,ICOS_ETC_L2,0.5033981281497482
2023-02-25,0.901042,2.23677,2.54461,2.1955,2.38913,ICOS_ETC_L2,0.35538516918646523
2023-02-26,0.914583,1.22566,2.86032,1.66007,2.66572,ICOS_ETC_L2,0.9399928005759539
2023-02-27,0.877604,1.60156,3.18209,1.9009,2.94192,ICOS_ETC_L2,0.9654571634269259
2023-02-28,0.871875,1.2588,2.39155,1.43872,2.26242,ICOS_ETC_L2,0.8089992800575955
2023-03-01,0.817187,2.14234,3.40385,2.28927,3.11408,ICOS_ETC_L2,0.8097984161267098
2023-03-15,0.90625,4.82103,3.90036,4.35012,3.82806,ICOS_ETC_L2,0.1598704103671711
2023-03-16,0.846354,5.47713,4.3669,5.11314,4.23549,ICOS_ETC_L2,0.41587473002159764
2023-03-17,0.864583,5.25951,3.70508,4.95006,3.61661,ICOS_ETC_L2,0.7440244780417563
2023-03-18,0.839583,4.97742,3.40458,4.60939,3.33298,ICOS_ETC_L2,0.7029589632829375
2023-03-19,0.908333,4.70878,4.24967,4.30686,4.12504,ICOS_ETC_L2,0.0850827933765298
2023-03-20,0.980729,4.97207,6.27537,4.83328,6.09607,ICOS_ETC_L2,1.1251187904967601
2023-03-24,0.976562,2.30594,3.3051,2.24812,3.29367,ICOS_ETC_L2,0.9687185025197984
2023-03-25,0.94375,3.57202,4.3528,3.56624,4.37812,ICOS_ETC_L2,0.8004895608351331
2023-03-26,0.818229,1.86191,2.85595,1.93325,2.90093,ICOS_ETC_L2,0.912656587473002
2023-03-27,0.871875,2.13849,2.64858,2.31492,2.81551,ICOS_ETC_L2,0.5763786897048239
2023-03-28,0.980729,5.44235,4.1218,5.52117,4.42397,ICOS_ETC_L2,0.5739380849532036
2023-03-29,0.963542,6.0941,2.31509,6.14036,2.41961,ICOS_ETC_L2,2.4627429805615555
