TIMESTAMP,NEE_VUT_MEAN_QC,GPP_NT_VUT_REF,GPP_DT_VUT_REF,GPP_NT_VUT_MEAN,GPP_DT_VUT_MEAN,database,zScore_DTvsNT_VUT
2023-01-01,1.0,1.67848,2.01462,1.66851,2.01345,ICOS_ETC_L2,0.464319654427646
2023-01-02,0.994792,3.23923,2.87835,3.20793,2.88029,ICOS_ETC_L2,0.01989920806335505
2023-01-03,0.927604,3.19404,3.42362,3.18234,3.41725,ICOS_ETC_L2,0.3851043916486683
2023-01-04,1.0,1.49182,1.68909,1.48853,1.65588,ICOS_ETC_L2,0.3364650827933766
2023-01-05,0.994792,2.77318,2.80007,2.74266,2.74611,ICOS_ETC_L2,0.2184665226781857
2023-01-06,1.0,2.36945,2.47276,2.33397,2.41096,ICOS_ETC_L2,0.2714110871130312
2023-01-07,,1.09599,1.70271,1.11725,1.6698,ICOS_ETC_L2,0.6137868970482361
2023-01-08,,1.03277,1.24724,1.03279,1.24204,ICOS_ETC_L2,0.36663066954643625
2023-01-09,,3.17381,3.33345,3.16365,3.34,ICOS_ETC_L2,0.34294456443484506
2023-01-10,,1.57537,1.43543,1.57125,1.44328,ICOS_ETC_L2,0.12385169186465071
2023-01-11,,2.84101,3.06529,2.85554,3.08074,ICOS_ETC_L2,0.3781137508999281
2023-01-12,,2.43343,2.30683,2.43818,2.32795,ICOS_ETC_L2,0.13662347012239015
2023-01-13,,2.9524,2.82422,2.94907,2.82453,ICOS_ETC_L2,0.12632109431245525
2023-01-14,,1.54824,1.37972,1.55586,1.35065,ICOS_ETC_L2,0.06824334053275728
2023-01-15,,3.19499,2.84104,3.21383,2.78671,ICOS_ETC_L2,0.09151907847372238
2023-01-16,,1.7273,2.80966,1.71484,2.80002,ICOS_ETC_L2,0.9972498200143989
2023-01-17,1.0,3.38673,2.69171,3.40759,2.66401,ICOS_ETC_L2,0.3193520518358529
2023-01-18,0.998437,2.83977,3.1696,2.91307,3.10591,ICOS_ETC_L2,0.3548164146868253
2023-01-19,1.0,1.01616,1.31384,1.03077,1.22677,ICOS_ETC_L2,0.3570914326853851
2023-01-20,0.969271,2.75121,3.06207,2.7175,3.08155,ICOS_ETC_L2,0.4780777537796978
2023-01-21,1.0,2.85841,2.67095,2.86738,2.67616,ICOS_ETC_L2,0.07831533477321817
2023-01-22,,1.69657,2.41816,1.70149,2.43286,ICOS_ETC_L2,0.7425269978401727
2023-01-23,,2.23707,2.04895,2.23924,2.07176,ICOS_ETC_L2,0.09540676745860309
2023-01-24,,1.18937,1.15327,1.18842,1.17624,ICOS_ETC_L2,0.2072138228941684
