TIMESTAMP,NEE_VUT_MEAN_QC,GPP_NT_VUT_REF,GPP_DT_VUT_REF,GPP_NT_VUT_MEAN,GPP_DT_VUT_MEAN,database,zScore_DTvsNT_VUT
2023-01-02,0.999479,0.197074,,0.167808,0.0265734,fluxnet_archive,0.11430194384449242
2023-01-03,1.0,0.315222,,0.327054,0.0373361,fluxnet_archive,0.007402519798416099
2023-01-04,,0.130548,,0.125041,0.0293153,fluxnet_archive,0.14706573074154064
2023-01-08,,0.0211385,,0.0212112,0.0828181,fluxnet_archive,0.2603361411087113
2023-01-09,,0.00820031,,0.0081347,0.111881,fluxnet_archive,0.29067408207343415
2023-01-10,,0.695565,,0.70245,0.12747,fluxnet_archive,0.19796976241900652
2023-01-11,,1.80179,,1.80808,0.191401,fluxnet_archive,0.9479330453563715
2023-01-13,,3.09849,,3.15077,0.242857,fluxnet_archive,1.8775471562275021
2023-01-15,,1.84307,,1.85624,0.125559,fluxnet_archive,1.0300079193664506
2023-01-17,,0.696839,,0.680232,0.0,fluxnet_archive,0.27374514038876885
2023-01-24,,0.315451,0.0,0.313799,0.0,fluxnet_archive,0.009934485241180709
2023-01-26,,0.632521,0.0336217,0.698396,0.019854,fluxnet_archive,0.272528437724982
2023-01-27,,0.186851,0.112613,0.236136,0.0632513,fluxnet_archive,0.09151569474442044
2023-01-28,,1.36199,0.0827331,1.39011,0.0507154,fluxnet_archive,0.7483042476601871
2023-01-29,,0.0212353,0.0286931,0.107273,0.0228513,fluxnet_archive,0.15520395968322534
2023-02-01,,0.32859,0.00148266,0.336212,0.0134527,fluxnet_archive,0.016385385169186494
2023-02-02,,0.103639,0.0239622,0.0891438,0.0403158,fluxnet_archive,0.18082937365010798
2023-02-03,1.0,0.263039,0.0557336,0.234982,0.0644641,fluxnet_archive,0.09321965442764578
2023-02-04,0.986979,0.123883,0.0816357,0.124841,0.085879,fluxnet_archive,0.18793232541396687
2023-02-06,1.0,0.190161,0.160973,0.173718,0.163133,fluxnet_archive,0.20836213102951762
2023-02-07,,0.166671,0.13584,0.144612,0.147051,fluxnet_archive,0.21773866090712743
2023-02-10,,0.211994,0.189625,0.219361,0.227705,fluxnet_archive,0.22198992080633545
2023-02-11,1.0,1.81046,0.110144,1.80334,0.209288,fluxnet_archive,0.9316429085673146
2023-02-14,,0.00837549,0.0551941,0.108298,0.181198,fluxnet_archive,0.26846652267818577
2023-02-15,,1.7625,0.0547341,1.75022,0.100491,fluxnet_archive,0.9717271418286538
2023-02-16,,0.715259,0.062824,0.756558,0.0961014,fluxnet_archive,0.25950799136069114
2023-02-17,,0.755093,0.0874096,0.800559,0.12492,fluxnet_archive,0.27043844492440605
2023-02-18,,3.47905,0.136592,3.5139,0.189756,fluxnet_archive,2.177209503239741
2023-02-19,,0.783047,0.064367,0.791553,0.091984,fluxnet_archive,0.2876666666666667
