TIMESTAMP,NEE_VUT_MEAN_QC,GPP_NT_VUT_REF,GPP_DT_VUT_REF,GPP_NT_VUT_MEAN,GPP_DT_VUT_MEAN,database,zScore_DTvsNT_VUT
2020-08-02,0.907292,5.80545,4.63989,6.1726,4.73909,fluxnet_archive,0.8160619150467963
2020-08-04,1.0,5.74751,3.85628,6.03251,3.98942,fluxnet_archive,1.2549244060475164
2020-08-05,0.832813,4.61718,4.6013,4.60415,4.70272,fluxnet_archive,0.286947444204464
2020-08-14,0.929688,1.46471,4.44703,2.22247,4.54765,fluxnet_archive,1.8899784017278616
2020-08-28,0.996875,6.72213,3.69999,7.01759,4.08448,fluxnet_archive,1.8956875449964006
2020-08-29,0.989583,3.05565,2.65752,3.33453,2.83913,fluxnet_archive,0.14067674586033121
2020-08-30,0.998958,6.2804,4.64297,6.34131,4.68225,fluxnet_archive,0.9784449244060476
2020-08-31,0.998958,8.37946,4.38787,8.07437,4.37314,fluxnet_archive,2.448689704823614
2020-09-01,1.0,7.15153,3.99129,7.2017,3.925,fluxnet_archive,2.143052555795536
2020-09-07,0.977083,4.90253,1.82953,5.53771,1.77994,fluxnet_archive,2.4893952483801294
2020-09-08,0.994271,5.65195,2.89097,6.32012,2.78302,fluxnet_archive,2.330525557955364
2020-09-09,0.983333,6.20996,3.30842,6.67865,3.08511,fluxnet_archive,2.371159107271419
2020-09-10,0.988021,5.17937,3.80377,6.13687,3.54732,fluxnet_archive,1.6483441324694026
2020-09-11,0.983333,5.43802,3.82757,6.28453,3.68407,fluxnet_archive,1.6561987041036719
2020-09-12,0.989583,5.77231,3.49199,6.81897,3.67154,fluxnet_archive,2.049985601151908
2020-09-13,0.986979,5.6042,3.13149,6.56467,3.32544,fluxnet_archive,2.1160763138948884
2020-09-14,0.997917,4.93229,3.05466,5.86765,3.01694,fluxnet_archive,1.8363642908567317
2020-09-15,0.988021,5.45381,3.18805,5.86396,2.91204,fluxnet_archive,1.9092296616270696
2020-09-16,0.985937,5.42815,2.8777,5.83632,2.44219,fluxnet_archive,2.2275953923686105
2020-09-17,0.9875,6.55699,3.45966,6.74884,3.02183,fluxnet_archive,2.4672498200143993
2020-09-18,0.995833,5.60902,2.9327,5.49564,2.89703,fluxnet_archive,1.6548668106551476
2020-09-19,0.998437,3.06125,1.94684,2.99078,2.14545,fluxnet_archive,0.3926061915046797
2020-09-20,0.98125,1.82867,2.12221,1.85467,2.52296,fluxnet_archive,0.6971130309575233
2020-09-21,0.979688,2.62376,3.32714,2.01058,4.09258,fluxnet_archive,1.7149028077753776
2020-09-22,0.982812,0.857108,2.84468,0.327718,3.46638,fluxnet_archive,2.475638588912887
2020-09-23,1.0,5.44534,3.54893,5.49638,4.10231,fluxnet_archive,0.7876673866090713
2020-09-24,0.990625,3.51574,2.83641,3.47128,3.02976,fluxnet_archive,0.1018862491000721
2020-09-25,1.0,6.06042,3.86478,6.10991,3.86068,fluxnet_archive,1.4033333333333335
2020-09-26,,5.92991,4.85436,5.98202,4.85306,fluxnet_archive,0.5968034557235422
2020-09-27,1.0,4.29503,3.5487,4.5007,3.60647,fluxnet_archive,0.427811375089993
2020-09-28,0.996354,4.85903,3.44619,4.99523,3.80997,fluxnet_archive,0.6373362131029521
2020-09-29,0.994792,6.47839,3.01814,6.70851,3.22169,fluxnet_archive,2.2943268538516923
2020-09-30,0.994271,5.92915,3.82218,5.97407,3.72375,fluxnet_archive,1.404118070554356
2020-10-01,0.998958,5.01392,3.10992,5.15213,2.96933,fluxnet_archive,1.3555075593952481
2020-10-02,1.0,2.14263,0.786466,1.9318,0.804473,fluxnet_archive,0.5956277897768177
2020-10-03,0.998437,5.0024,2.48048,5.17,2.63529,fluxnet_archive,1.60886249100072
2020-10-04,0.995833,3.94528,2.60866,3.80054,2.75618,fluxnet_archive,0.5358963282937362
2020-10-05,0.966667,4.33036,3.29053,4.41139,3.40176,fluxnet_archive,0.5108927285817134
2020-10-06,0.995312,7.03679,4.09257,6.63973,4.13543,fluxnet_archive,1.5869690424766019
2020-10-07,1.0,6.2986,5.09395,6.59299,5.177,fluxnet_archive,0.8034485241180711
2020-10-08,0.998437,6.63608,5.19942,6.88762,5.4187,fluxnet_archive,0.8415550755939523
2020-10-09,0.994792,7.83467,4.55896,7.76774,4.88467,fluxnet_archive,1.8596616270698345
2020-10-10,0.997917,6.25481,5.34168,6.36506,5.57261,fluxnet_archive,0.35453563714902786
2020-10-11,0.999479,5.56013,5.98674,5.81795,6.13331,fluxnet_archive,0.4430237580993521
2020-10-12,0.997917,7.133,5.66348,7.1255,5.77657,fluxnet_archive,0.7551691864650822
2020-10-13,0.995833,6.50284,5.07592,6.37824,5.2245,fluxnet_archive,0.6146436285097192
2020-10-14,0.994271,5.93906,3.93668,5.81201,4.15401,fluxnet_archive,0.977681785457163
2020-10-15,0.984375,2.61837,2.5257,2.452,2.70977,fluxnet_archive,0.40156227501799846
2020-10-16,0.986979,4.93509,4.02467,4.56669,4.20391,fluxnet_archive,0.04519798416126766
2020-10-17,0.992708,4.60599,5.85979,4.7039,5.9777,fluxnet_archive,1.13304535637149
2020-10-18,0.983333,5.75681,5.6663,5.62682,5.77322,fluxnet_archive,0.32138228941684654
2020-10-19,0.985417,5.53494,4.70593,5.16215,4.80518,fluxnet_archive,0.041015118790496456
2020-10-20,0.991146,4.80015,3.88354,4.47717,3.91831,fluxnet_archive,0.18636429085673156
2020-10-21,0.995833,4.99848,3.38014,4.47608,3.41247,fluxnet_archive,0.5497552195824331
2020-10-22,0.985937,4.7952,3.05384,4.46507,3.19066,fluxnet_archive,0.7015190784737221
2020-10-23,1.0,4.49067,3.19948,4.22815,3.40704,fluxnet_archive,0.37516918646508307
2020-10-24,1.0,5.54771,4.37146,5.4364,4.87553,fluxnet_archive,0.18781137508999246
2020-10-25,0.995833,4.95214,3.68339,5.00676,4.06949,fluxnet_archive,0.4587976961843051
2020-10-26,0.998958,3.55864,2.26314,3.46778,2.47665,fluxnet_archive,0.4975737940964723
2020-10-27,1.0,2.91122,2.99558,2.98725,3.17664,fluxnet_archive,0.3523326133909287
2020-10-28,0.981771,3.03718,3.94832,3.33816,3.94346,fluxnet_archive,0.6517638588912888
2020-10-29,0.979167,4.00146,3.75446,4.07586,3.53511,fluxnet_archive,0.173326133909287
2020-10-30,0.973437,4.17891,3.83074,4.05736,3.49708,fluxnet_archive,0.18738660907127438
2020-10-31,0.998437,3.12474,3.88016,3.14515,3.46454,fluxnet_archive,0.44592512598992073
2020-11-01,0.994792,3.17693,3.14815,3.15066,2.74842,fluxnet_archive,0.07360691144708419
2020-11-02,0.994271,2.80145,3.54368,2.94129,2.9631,fluxnet_archive,0.23168466522678177
2020-11-03,0.986979,1.76229,1.91042,2.02994,1.60221,fluxnet_archive,0.09195824334053272
2020-11-04,0.973437,2.11191,2.24,2.38385,1.80628,fluxnet_archive,0.19983441324694004
2020-11-05,0.970313,2.02373,3.12923,2.26263,2.40881,fluxnet_archive,0.3212239020878328
2020-11-06,0.952083,2.20712,2.21764,2.48305,1.67597,fluxnet_archive,0.3650683945284377
2020-11-07,0.945833,2.75773,2.98055,2.87133,2.31627,fluxnet_archive,0.18362850971922254
2020-11-08,0.921354,2.57455,2.70373,2.84341,2.00117,fluxnet_archive,0.3903815694744419
2020-11-09,0.916667,1.85475,2.63505,1.96549,2.03184,fluxnet_archive,0.2637508999280057
2020-11-10,0.946875,2.47356,2.61189,2.53931,2.01931,fluxnet_archive,0.1583873290136789
