TIMESTAMP,NEE_VUT_MEAN_QC,GPP_NT_VUT_REF,GPP_DT_VUT_REF,GPP_NT_VUT_MEAN,GPP_DT_VUT_MEAN,database,zScore_DTvsNT_VUT
2020-01-01,0.873437,0.319099,0.599518,0.314926,0.613799,fluxnet_archive,0.43115406767458603
2020-01-02,1.0,0.299267,0.51527,0.292376,0.527923,fluxnet_archive,0.38556299496040314
2020-01-03,0.994792,0.579059,0.773278,0.57243,0.790858,fluxnet_archive,0.373238300935925
2020-01-04,1.0,0.70782,0.637563,0.705617,0.649547,fluxnet_archive,0.17561555075593946
2020-01-05,,0.334096,0.549895,0.335514,0.559947,fluxnet_archive,0.3775615550755939
2020-01-06,,0.432809,0.641157,0.436616,0.653233,fluxnet_archive,0.3719344852411806
2020-01-07,,0.364806,0.493662,0.364499,0.510967,fluxnet_archive,0.3214312455003599
2020-01-08,1.0,0.566295,0.619012,0.560045,0.646104,fluxnet_archive,0.27794024478041757
2020-01-09,0.998958,0.195024,0.391456,0.174819,0.421265,fluxnet_archive,0.39340964722822175
2020-01-10,0.969792,0.597064,0.550751,0.595716,0.579601,fluxnet_archive,0.20438084953203745
2020-01-11,1.0,0.117361,0.267648,0.120298,0.292205,fluxnet_archive,0.3397458603311735
2020-01-12,,0.511454,0.583318,0.520882,0.589622,fluxnet_archive,0.265471562275018
2020-01-13,,0.159912,0.30533,0.162652,0.302286,fluxnet_archive,0.3165111591072714
2020-01-14,,0.259396,0.32966,0.253114,0.323885,fluxnet_archive,0.26693376529877605
2020-01-15,1.0,0.605033,0.563308,0.595041,0.560602,fluxnet_archive,0.19118862491000718
2020-01-16,0.958333,0.435355,0.345815,0.432156,0.346907,fluxnet_archive,0.15460835133189346
2020-01-17,0.946875,0.533585,0.473922,0.519613,0.478533,fluxnet_archive,0.1864074874010079
2020-01-19,0.944271,0.42493,0.496649,0.414885,0.528485,fluxnet_archive,0.2977681785457163
2020-01-21,1.0,0.505235,0.371611,0.49166,0.394628,fluxnet_archive,0.14612526997840172
2020-01-22,,0.441598,0.363453,0.428769,0.40378,fluxnet_archive,0.19799208063354928
2020-01-23,,0.466929,0.455732,0.490368,0.533303,fluxnet_archive,0.24689344852411801
2020-01-24,,0.611692,0.461734,0.55494,0.532718,fluxnet_archive,0.19998416126709864
2020-01-25,,0.700405,0.607606,0.697995,0.659013,fluxnet_archive,0.18791792656587467
2020-01-26,1.0,0.632204,0.635785,0.628503,0.665725,fluxnet_archive,0.24278041756659466
2020-01-27,0.996875,0.517315,0.59943,0.520776,0.61401,fluxnet_archive,0.28310583153347724
2020-01-28,1.0,0.525657,0.775792,0.525041,0.784829,fluxnet_archive,0.40301511879049673
2020-01-29,,0.606274,0.703623,0.604012,0.70757,fluxnet_archive,0.2905385169186465
2020-01-30,,0.736812,0.728448,0.731369,0.727259,fluxnet_archive,0.213023758099352
2020-01-31,,0.793845,0.782134,0.793853,0.77199,fluxnet_archive,0.2002426205903527
2020-02-01,,0.642203,0.65916,0.645025,0.635934,fluxnet_archive,0.20943772498200147
2020-02-02,,0.602482,0.714938,0.600382,0.687223,fluxnet_archive,0.27850323974082075
2020-02-03,,0.718812,0.83298,0.721757,0.808784,fluxnet_archive,0.27863714902807774
2020-02-04,1.0,0.761318,0.901682,0.761598,0.885511,fluxnet_archive,0.30519294456443485
2020-02-05,0.832812,0.483769,0.788299,0.486427,0.781898,fluxnet_archive,0.42870482361411083
2020-02-06,0.989062,0.384046,0.726127,0.382307,0.723811,fluxnet_archive,0.46184593232541393
2020-02-07,1.0,0.609496,0.555223,0.611025,0.553474,fluxnet_archive,0.1745493160547156
2020-02-08,,0.940601,0.833795,0.947204,0.83459,fluxnet_archive,0.13490712742980562
2020-02-09,1.0,1.02908,0.828592,1.03028,0.833572,fluxnet_archive,0.07436429085673138
2020-02-10,0.9375,0.535314,0.870925,0.540553,0.865919,fluxnet_archive,0.45022750179985604
2020-02-11,0.95625,0.795521,1.22634,0.801296,1.1975,fluxnet_archive,0.5012267818574514
2020-02-12,0.975,0.881802,1.39959,0.87804,1.36502,fluxnet_archive,0.5665802735781136
2020-02-13,1.0,0.9826,1.20473,0.983748,1.17948,fluxnet_archive,0.35689848812095043
2020-02-14,0.875,1.42108,1.05219,1.41479,1.03722,fluxnet_archive,0.05584593232541395
2020-02-15,1.0,0.905557,0.676345,0.899674,0.672773,fluxnet_archive,0.052627069834413225
2020-02-16,,0.58391,0.856275,0.594166,0.858629,fluxnet_archive,0.4063808495320374
2020-02-17,,0.817819,0.982178,0.829029,0.991475,fluxnet_archive,0.3329344852411807
2020-02-18,,0.776048,0.845399,0.783549,0.858274,fluxnet_archive,0.2697804175665946
2020-02-19,,0.84158,0.588178,0.837483,0.59851,fluxnet_archive,0.04393592512598992
2020-02-20,,0.969603,1.14962,0.965616,1.15474,fluxnet_archive,0.3521411087113031
2020-02-21,,1.04029,0.619217,1.01888,0.619419,fluxnet_archive,0.0716061915046796
2020-02-22,,0.938227,0.943304,0.933426,0.941747,fluxnet_archive,0.22197336213102953
2020-02-23,,1.20846,1.04466,1.1989,1.04389,fluxnet_archive,0.1043844492440604
2020-02-24,,1.03537,0.766915,1.0546,0.774841,fluxnet_archive,0.014572354211663073
2020-02-25,,0.518803,0.525405,0.511634,0.550776,fluxnet_archive,0.24416270698344134
2020-02-26,,1.09671,0.70039,1.08819,0.746151,fluxnet_archive,0.030265658747300212
2020-02-27,1.0,1.25315,0.904733,1.2294,0.957096,fluxnet_archive,0.019939524838012878
2020-02-28,0.823958,1.30048,0.522426,1.33441,0.612314,fluxnet_archive,0.30388480921526284
2020-02-29,1.0,0.498234,0.40144,0.515963,0.520434,fluxnet_archive,0.21920158387329014
2020-03-01,,1.08688,1.04423,1.11479,1.15186,fluxnet_archive,0.2426709863210944
2020-03-02,,1.34639,1.41187,1.34347,1.45227,fluxnet_archive,0.2943124550035997
2020-03-03,1.0,1.5058,1.64945,1.51076,1.69715,fluxnet_archive,0.3501727861771057
2020-03-04,0.973958,1.25424,1.8001,1.22223,1.91404,fluxnet_archive,0.7140460763138949
2020-03-05,0.89375,0.952203,1.88414,0.966905,1.98602,fluxnet_archive,0.9496868250539955
2020-03-06,1.0,1.54551,2.33935,1.52492,2.36677,fluxnet_archive,0.8220662347012238
2020-03-07,,0.468614,1.45059,0.501243,1.4391,fluxnet_archive,0.8911857451403887
2020-03-08,,1.30686,1.32136,1.32213,1.32572,fluxnet_archive,0.21856731461483078
2020-03-09,,0.539873,0.219524,0.549112,0.222859,fluxnet_archive,0.018900647948164165
2020-03-10,1.0,1.4017,0.71549,1.40148,0.729148,fluxnet_archive,0.2680575953923686
2020-03-11,0.988542,1.04578,0.712038,1.01512,0.725953,fluxnet_archive,0.007799136069114417
