t,NDVI
2017-01-03,
2017-01-13,
2017-02-02,0.32583657
2017-02-12,
2017-02-22,
2017-03-04,
2017-03-14,0.3706149
2017-03-19,
2017-03-24,
2017-03-29,
2017-04-03,
2017-04-08,0.44948775
2017-04-13,
2017-04-18,
2017-04-23,
2017-04-28,
2017-05-03,
2017-05-08,
2017-05-13,
2017-05-18,
2017-05-23,
2017-05-28,
2017-06-02,0.56347245
2017-06-07,0.64010096
2017-06-12,
2017-06-17,
2017-06-22,
2017-06-27,
2017-07-02,
2017-07-07,
2017-07-12,
2017-07-17,
2017-07-22,
2017-07-27,
2017-08-01,
2017-08-06,0.6218511
2017-08-11,
2017-08-16,
2017-08-21,
2017-08-26,
2017-08-31,
2017-09-05,
2017-09-10,
2017-09-15,
2017-09-20,
2017-09-25,
2017-09-30,
2017-10-05,
2017-10-10,
2017-10-15,0.3652709
2017-10-20,0.36353233
2017-10-25,
2017-10-30,0.43316665
2017-11-04,
2017-11-09,
2017-11-14,
2017-11-19,0.5120765
2017-11-24,
2017-11-29,
2017-12-09,
2017-12-14,
2017-12-19,
2017-12-24,
2017-12-29,
2018-01-03,
2018-01-08,
2018-01-13,
2018-01-18,
2018-01-23,
2018-01-28,
2018-02-02,
2018-02-07,
2018-02-12,
2018-02-17,
2018-02-22,0.5600414
2018-02-27,0.48468876
2018-03-04,0.43169963
2018-03-09,
2018-03-14,
2018-03-19,
2018-03-24,
2018-03-29,
2018-04-03,
2018-04-08,0.65670276
2018-04-13,
2018-04-18,0.736903
2018-04-23,
2018-04-28,
2018-05-03,
2018-05-08,0.77093935
2018-05-13,
2018-05-18,
2018-05-23,
2018-05-28,0.7488002
2018-06-02,0.70458686
2018-06-07,0.74249744
2018-06-12,
2018-06-17,
2018-06-22,
2018-06-27,0.5842401
2018-07-02,0.45684406
2018-07-07,0.31937692
2018-07-12,0.23973596
2018-07-17,
2018-07-22,0.21347632
2018-07-27,0.2032562
2018-08-01,
2018-08-06,0.18336396
2018-08-11,
2018-08-16,
2018-08-21,
2018-08-26,
2018-08-31,
2018-09-05,
2018-09-10,
2018-09-20,
2018-09-25,
2018-09-30,0.2183783
2018-10-05,0.23717684
2018-10-10,0.23447324
2018-10-15,0.2545988
2018-10-20,0.28097832
2018-10-25,
2018-10-30,
2018-11-04,
2018-11-09,
2018-11-14,0.38610604
2018-11-19,
2018-11-24,
2018-11-29,
2018-12-04,
2018-12-09,
2018-12-14,
2018-12-19,0.45868328
2018-12-24,
2018-12-29,
2019-01-03,
2019-01-08,
2019-01-13,
2019-01-18,
2019-01-23,
2019-01-28,
2019-02-02,
2019-02-07,
2019-02-12,
2019-02-17,
2019-02-22,
2019-02-27,0.25935593
2019-03-04,
2019-03-09,
2019-03-14,
2019-03-19,0.2901822
2019-03-24,
2019-03-29,0.27145392
2019-04-03,
2019-04-08,0.25463465
2019-04-13,
2019-04-18,0.2573062
2019-04-23,
2019-04-28,
2019-05-03,
2019-05-08,
2019-05-13,0.29174575
2019-05-18,0.13082585
2019-05-23,
2019-05-28,
2019-06-02,0.6734718
2019-06-07,0.41452777
2019-06-12,
2019-06-17,0.6834622
2019-06-22,
2019-06-27,0.7359889
2019-07-02,
2019-07-07,
2019-07-12,
2019-07-17,
2019-07-22,
2019-07-27,
2019-08-01,
2019-08-06,
2019-08-11,
2019-08-16,
2019-08-21,0.6919736
2019-08-26,0.67933804
2019-08-31,
2019-09-05,0.659108
2019-09-10,0.49402988
2019-09-15,
2019-09-20,0.35670528
2019-09-25,
2019-09-30,
2019-10-05,
2019-10-10,
2019-10-15,
2019-10-20,
2019-10-25,
2019-10-30,
2019-11-04,
2019-11-09,
2019-11-14,
2019-11-19,
2019-11-24,
2019-11-29,0.49413028
2019-12-04,0.47250307
2019-12-09,
2019-12-14,0.38818508
2019-12-19,0.30265316
2019-12-24,
2019-12-29,
2020-01-03,
2020-01-08,
2020-01-13,
2020-01-18,
2020-01-23,
2020-01-28,
2020-02-02,
2020-02-07,0.47140142
2020-02-12,
2020-02-17,
2020-02-22,
2020-02-27,
2020-03-03,
2020-03-08,
2020-03-13,
2020-03-18,
2020-03-23,0.70625347
2020-03-28,0.5478798
2020-04-02,
2020-04-07,0.5946611
2020-04-12,0.6576278
2020-04-17,0.67539626
2020-04-22,0.71069103
2020-04-27,
2020-05-02,0.6756412
2020-05-07,0.7434907
2020-05-12,
2020-05-17,0.112392135
2020-05-22,
2020-05-27,0.7340747
2020-06-01,0.73546416
2020-06-06,0.79844654
2020-06-11,
2020-06-16,
2020-06-21,0.75921935
2020-06-26,0.6666245
2020-07-01,
2020-07-06,
2020-07-11,
2020-07-16,
2020-07-21,0.34036785
2020-07-26,0.8007709
2020-07-31,0.31352624
2020-08-05,0.28863716
2020-08-10,0.26086646
2020-08-15,
2020-08-20,
2020-08-25,
2020-08-30,0.20959623
2020-09-04,
2020-09-09,
2020-09-14,0.17610836
2020-09-19,0.17934236
2020-09-24,
2020-09-29,
2020-10-04,
2020-10-09,
2020-10-14,
2020-10-19,
2020-10-24,
2020-10-29,
2020-11-03,
2020-11-08,
2020-11-13,
2020-11-18,0.7441707
2020-11-23,
2020-11-28,
2020-12-03,
2020-12-08,
2020-12-13,0.7679619
2020-12-18,0.74314094
2020-12-23,
2020-12-28,
2021-01-02,
2021-01-07,
2021-01-12,
2021-01-17,
2021-01-22,
2021-01-27,
2021-02-01,
2021-02-06,
2021-02-11,0.5749874
2021-02-16,
2021-02-21,0.40448692
2021-02-26,
2021-03-03,0.3878721
2021-03-08,
2021-03-13,
2021-03-18,
2021-03-23,0.49331307
2021-03-28,
2021-04-02,
2021-04-07,
2021-04-12,
2021-04-17,
2021-04-22,
2021-04-27,
2021-05-02,
2021-05-07,0.46147498
2021-05-12,0.42347363
2021-05-17,
2021-05-22,
2021-05-27,
2021-06-01,0.4498273
2021-06-06,
2021-06-11,
2021-06-16,
2021-06-21,
2021-06-26,0.667625
2021-07-01,
2021-07-06,
2021-07-11,
2021-07-16,
2021-07-21,0.63623166
2021-07-26,
2021-07-31,
2021-08-05,
2021-08-10,
2021-08-15,0.6319737
2021-08-20,
2021-08-25,0.62481004
2021-08-30,
2021-09-04,0.6114059
2021-09-09,
2021-09-14,
2021-09-19,0.70229113
2021-09-24,
2021-09-29,
2021-10-04,
2021-10-09,0.7465051
2021-10-14,
2021-10-19,
2021-10-24,0.7764068
