t,NDVI
2017-01-02,
2017-01-05,
2017-01-12,0.55169755
2017-01-15,0.56873363
2017-01-25,0.5143616
2017-02-01,
2017-02-04,
2017-02-11,
2017-02-14,
2017-02-21,0.4924626
2017-02-24,
2017-03-03,
2017-03-06,
2017-03-13,0.5454591
2017-03-16,
2017-03-18,0.6408803
2017-03-23,
2017-03-26,
2017-04-02,0.614334
2017-04-05,0.6208188
2017-04-07,0.5961717
2017-04-10,
2017-04-12,0.5211014
2017-04-15,
2017-04-17,0.4424641
2017-04-22,
2017-04-25,0.350837
2017-04-27,0.3507533
2017-04-30,
2017-05-02,0.34413773
2017-05-05,
2017-05-07,0.33379927
2017-05-12,
2017-05-15,
2017-05-17,
2017-05-20,0.32153302
2017-05-22,0.2695207
2017-05-25,0.27332672
2017-05-27,
2017-05-30,0.26152265
2017-06-01,0.23918478
2017-06-04,0.24521105
2017-06-06,0.23385946
2017-06-09,
2017-06-11,0.19573161
2017-06-14,0.19779687
2017-06-16,0.18553603
2017-06-19,0.20684893
2017-06-21,0.18763135
2017-06-24,0.21865122
2017-06-26,0.20699194
2017-06-29,
2017-07-01,0.19572356
2017-07-04,0.19646272
2017-07-06,
2017-07-09,0.19132566
2017-07-11,0.19091193
2017-07-14,0.18359907
2017-07-16,0.18344274
2017-07-19,0.1753792
2017-07-21,0.18188876
2017-07-24,0.17651889
2017-07-26,0.175895
2017-07-29,0.16363883
2017-07-31,0.175002
2017-08-03,0.18077445
2017-08-05,0.1712033
2017-08-08,0.1778769
2017-08-10,0.17140828
2017-08-13,0.16080384
2017-08-15,
2017-08-18,0.1631736
2017-08-20,0.1630128
2017-08-23,
2017-08-25,0.16314547
2017-08-28,
2017-08-30,0.19091108
2017-09-02,0.18434846
2017-09-04,0.18033662
2017-09-07,0.17959672
2017-09-09,0.16571902
2017-09-12,0.17570649
2017-09-14,
2017-09-17,
2017-09-19,0.17467555
2017-09-22,0.1806267
2017-09-24,0.17512934
2017-09-27,
2017-09-29,0.14639398
2017-10-02,0.16281064
2017-10-04,0.15541902
2017-10-07,0.17198102
2017-10-09,0.17423092
2017-10-12,0.15889834
2017-10-14,
2017-10-17,
2017-10-19,0.09556821
2017-10-22,0.19817798
2017-10-24,0.18103401
2017-10-27,0.18558674
2017-10-29,0.18300869
2017-11-01,
2017-11-03,
2017-11-06,0.18709028
2017-11-08,0.19273572
2017-11-11,0.19109288
2017-11-13,0.18726619
2017-11-16,0.1812615
2017-11-18,
2017-11-21,0.18855518
2017-11-23,
2017-11-26,
2017-11-28,
2017-12-01,0.2120063
2017-12-06,
2017-12-08,0.17292902
2017-12-11,0.24249926
2017-12-13,0.22166365
2017-12-16,0.24098818
2017-12-18,0.23377895
2017-12-21,0.22642681
2017-12-23,0.2334753
2017-12-26,
2017-12-28,
2017-12-31,
2018-01-02,
2018-01-05,
2018-01-07,
2018-01-10,
2018-01-12,
2018-01-15,0.36428005
2018-01-17,0.3742563
2018-01-20,0.37842935
2018-01-22,
2018-01-25,
2018-01-27,
2018-01-30,0.3558645
2018-02-01,
2018-02-04,
2018-02-06,0.39767933
2018-02-09,
2018-02-11,
2018-02-14,0.40765536
2018-02-16,0.44272232
2018-02-19,
2018-02-21,0.43379906
2018-02-24,0.41716766
2018-02-26,
2018-03-01,
2018-03-03,
2018-03-06,
2018-03-08,
2018-03-11,
2018-03-13,
2018-03-16,
2018-03-18,
2018-03-21,0.59149754
2018-03-23,
2018-03-26,0.5971196
2018-03-28,
2018-03-31,0.6240252
2018-04-02,0.60683393
2018-04-05,
2018-04-07,
2018-04-10,
2018-04-12,
2018-04-15,
2018-04-17,0.6865702
2018-04-20,0.67656076
2018-04-22,
2018-04-25,0.6470795
2018-04-27,0.6567391
2018-04-30,
2018-05-02,
2018-05-05,0.66150075
2018-05-07,
2018-05-10,0.6543582
2018-05-12,0.6373231
2018-05-15,0.61842483
2018-05-17,0.54985666
2018-05-20,
2018-05-22,0.51805156
2018-05-25,
2018-05-27,
2018-05-30,
2018-06-01,
2018-06-04,
2018-06-06,0.2624668
2018-06-09,0.15488052
2018-06-11,
2018-06-14,
2018-06-16,0.26713473
2018-06-19,0.2542988
2018-06-21,0.23358384
2018-06-24,0.2214439
2018-06-26,0.21481554
2018-06-29,0.23177215
2018-07-01,
2018-07-04,
2018-07-06,
2018-07-09,0.21617167
2018-07-11,0.19426793
2018-07-14,
2018-07-16,0.20922205
2018-07-19,0.22068977
2018-07-21,0.20510955
2018-07-24,0.20949109
2018-07-26,0.20386155
2018-07-29,0.20525119
2018-07-31,0.19777879
2018-08-03,0.17548892
2018-08-05,0.18319967
2018-08-08,0.19380258
2018-08-10,0.1981819
2018-08-13,0.19221222
2018-08-15,0.17982695
2018-08-18,0.17487262
2018-08-20,0.17559502
2018-08-23,0.18081675
2018-08-25,0.2005632
2018-08-28,0.19347174
2018-08-30,0.19761705
2018-09-02,0.16854155
2018-09-04,
2018-09-07,0.18804233
2018-09-09,0.19755027
2018-09-12,0.1820403
2018-09-14,0.17580783
2018-09-17,0.19123684
2018-09-19,0.19449313
2018-09-22,0.18191794
2018-09-24,0.18187633
2018-09-27,0.19419268
2018-09-29,0.19808862
2018-10-02,
2018-10-04,0.19012144
2018-10-07,0.20145614
2018-10-09,0.19431514
2018-10-12,
2018-10-14,0.19577186
2018-10-17,0.19597737
2018-10-19,
2018-10-22,0.2708813
2018-10-24,0.29827592
2018-10-27,
2018-10-29,0.3804417
2018-11-01,0.4199042
2018-11-03,0.03650158
2018-11-06,
2018-11-08,
2018-11-11,
2018-11-13,
2018-11-16,0.60573393
2018-11-18,
2018-11-21,
2018-11-23,
2018-11-26,0.6776107
2018-11-28,
2018-12-01,0.7141951
2018-12-03,
2018-12-06,0.735259
2018-12-08,
2018-12-11,
2018-12-13,
2018-12-16,
2018-12-18,
2018-12-21,0.7238196
2018-12-23,
2018-12-26,
2018-12-28,
2018-12-31,0.70531857
2019-01-02,
2019-01-05,0.6884688
2019-01-07,0.66318655
2019-01-10,0.6496266
2019-01-12,0.63127464
2019-01-15,
2019-01-17,0.54552156
2019-01-20,0.66465807
2019-01-22,
