t,NDVI
2017-01-07,
2017-01-10,
2017-01-27,
2017-01-30,
2017-02-06,
2017-02-09,
2017-02-16,0.51963407
2017-02-19,0.5305357
2017-02-26,0.5719631
2017-03-01,0.57054347
2017-03-08,0.651382
2017-03-11,0.65592694
2017-03-18,
2017-03-21,0.5784664
2017-03-23,
2017-03-26,
2017-03-28,
2017-03-31,
2017-04-02,
2017-04-05,
2017-04-07,0.91193026
2017-04-10,0.90078044
2017-04-12,0.9368872
2017-04-15,
2017-04-17,0.9121185
2017-04-20,0.9027534
2017-04-22,0.9240425
2017-04-25,
2017-04-27,
2017-04-30,
2017-05-02,
2017-05-05,0.7600285
2017-05-07,
2017-05-10,
2017-05-12,
2017-05-15,
2017-05-17,0.58842456
2017-05-20,0.7020133
2017-05-22,
2017-05-25,
2017-05-27,0.7107672
2017-05-30,
2017-06-01,
2017-06-04,0.7980972
2017-06-06,0.8336447
2017-06-09,
2017-06-11,0.80845237
2017-06-14,
2017-06-16,
2017-06-19,
2017-06-21,0.7530932
2017-06-24,0.74054563
2017-06-26,
2017-06-29,
2017-07-01,0.7664469
2017-07-04,0.7420464
2017-07-06,
2017-07-09,
2017-07-11,
2017-07-14,0.7347181
2017-07-16,0.7045564
2017-07-19,
2017-07-21,
2017-07-24,
2017-07-26,0.7109318
2017-07-29,
2017-07-31,0.4407483
2017-08-03,
2017-08-05,0.4313164
2017-08-08,
2017-08-10,
2017-08-13,
2017-08-15,0.39873275
2017-08-18,0.41011408
2017-08-20,0.37402093
2017-08-23,0.38319775
2017-08-25,0.36410254
2017-08-28,
2017-08-30,0.33844748
2017-09-02,0.46746174
2017-09-04,
2017-09-07,0.54163307
2017-09-09,
2017-09-12,0.62606275
2017-09-14,
2017-09-17,
2017-09-19,0.64940447
2017-09-22,
2017-09-24,0.63263285
2017-09-27,
2017-09-29,
2017-10-02,
2017-10-04,
2017-10-07,0.6597067
2017-10-09,
2017-10-12,0.33037865
2017-10-14,0.61720824
2017-10-17,0.60277027
2017-10-19,
2017-10-22,0.5971835
2017-10-24,
2017-10-27,0.4736884
2017-10-29,
2017-11-01,
2017-11-03,
2017-11-06,
2017-11-08,
2017-11-11,
2017-11-13,0.53640115
2017-11-16,0.5709365
2017-11-18,
2017-11-21,0.53105944
2017-11-23,
2017-11-26,0.5379576
2017-11-28,0.28262213
2017-12-01,
2017-12-03,
2017-12-06,
2017-12-08,
2017-12-11,
2017-12-13,
2017-12-16,
2017-12-18,
2017-12-21,
2017-12-23,
2017-12-26,
2017-12-28,
2017-12-31,
2018-01-02,
2018-01-05,
2018-01-07,
2018-01-10,
2018-01-12,
2018-01-15,0.31202322
2018-01-17,
2018-01-20,
2018-01-22,
2018-01-25,
2018-01-27,
2018-01-30,
2018-02-01,
2018-02-04,
2018-02-06,
2018-02-09,
2018-02-11,0.31005004
2018-02-14,0.3125328
2018-02-16,
2018-02-19,
2018-02-21,
2018-02-24,
2018-02-26,
2018-03-01,
2018-03-03,
2018-03-06,
2018-03-08,
2018-03-11,
2018-03-13,0.36412895
2018-03-16,0.39408806
2018-03-18,
2018-03-21,
2018-03-23,0.40277204
2018-03-26,0.37872726
2018-03-28,
2018-03-31,
2018-04-02,0.46119872
2018-04-05,0.5292483
2018-04-07,
2018-04-10,
2018-04-12,
2018-04-15,
2018-04-17,0.6371743
2018-04-20,0.72168255
2018-04-22,0.7191446
2018-04-25,0.7257665
2018-04-27,0.6514772
2018-04-30,
2018-05-02,
2018-05-05,
2018-05-07,0.95665175
2018-05-10,
2018-05-12,
2018-05-15,0.82333297
2018-05-17,0.8685555
2018-05-20,
2018-05-22,
2018-05-25,0.7478905
2018-05-30,
2018-06-01,0.6835687
2018-06-04,
2018-06-06,
2018-06-09,
2018-06-11,
2018-06-14,0.8715567
2018-06-16,
2018-06-19,0.90327334
2018-06-21,0.9323645
2018-06-24,
2018-06-26,0.90130174
2018-06-29,0.8943657
2018-07-01,0.8783324
2018-07-04,0.90028435
2018-07-06,0.89463294
2018-07-09,0.69645137
2018-07-11,0.83414817
2018-07-14,0.81778663
2018-07-16,
2018-07-19,0.81568605
2018-07-21,0.7968209
2018-07-24,0.78345037
2018-07-26,0.7632304
2018-07-29,0.7391878
2018-07-31,0.68769497
2018-08-03,0.66943973
2018-08-05,
2018-08-08,0.6688573
2018-08-10,0.6812378
2018-08-13,
2018-08-15,
2018-08-18,
2018-08-20,
2018-08-23,0.47952083
2018-08-25,
2018-08-28,0.41797292
2018-08-30,0.39651754
2018-09-02,
2018-09-04,0.3683691
2018-09-07,
2018-09-09,
2018-09-12,0.41978407
2018-09-14,
2018-09-17,
2018-09-19,0.41770065
2018-09-22,0.4131838
2018-09-24,
2018-09-27,0.41606233
2018-09-29,0.40278625
2018-10-02,0.4421525
2018-10-04,0.44853705
2018-10-07,
2018-10-09,0.47202188
2018-10-12,
2018-10-17,
2018-10-19,
2018-10-22,
2018-10-24,0.8276783
2018-10-27,
2018-10-29,
2018-11-01,0.77587104
2018-11-03,
2018-11-06,
2018-11-08,
2018-11-11,
2018-11-16,
2018-11-18,
2018-11-21,
2018-11-23,
2018-11-26,
2018-11-28,
2018-12-01,
2018-12-03,0.8243005
2018-12-06,
2018-12-08,0.842795
2018-12-11,0.81396484
2018-12-13,
2018-12-16,
2018-12-18,
2018-12-21,
2018-12-23,0.84361976
2018-12-26,
2018-12-28,
2018-12-31,0.7775746
2019-01-02,
2019-01-05,0.77925855
2019-01-07,0.7672067
2019-01-10,0.76959264
2019-01-12,0.7580147
2019-01-15,0.696003
2019-01-17,
2019-01-20,0.7884016
2019-01-22,0.74594593
2019-01-25,0.67323357
2019-01-27,
2019-01-30,
2019-02-01,
2019-02-04,
2019-02-06,
2019-02-09,
2019-02-11,
2019-02-14,
2019-02-16,
2019-02-19,0.68633306
2019-02-21,0.65910566
2019-02-24,0.6351791
2019-02-26,
2019-03-01,
2019-03-03,0.6585382
2019-03-06,
2019-03-08,
2019-03-11,
2019-03-13,0.7501251
2019-03-16,
2019-03-18,
2019-03-21,0.78053117
2019-03-23,
2019-03-26,0.8008541
2019-03-28,0.802984
2019-03-31,0.7437343
2019-04-02,
2019-04-05,0.80688757
2019-04-07,
2019-04-10,
2019-04-12,
2019-04-15,
2019-04-17,
2019-04-20,
2019-04-22,
2019-04-25,
2019-04-27,
2019-04-30,0.6780418
2019-05-02,
2019-05-05,
2019-05-07,
2019-05-10,0.72714937
2019-05-12,
2019-05-15,
2019-05-17,
2019-05-20,0.71188587
2019-05-25,
2019-05-27,
2019-05-30,0.7162154
2019-06-01,0.6455991
2019-06-04,0.5834703
2019-06-06,
2019-06-09,
2019-06-11,
2019-06-14,0.5951063
2019-06-16,0.6675041
2019-06-19,0.69187653
2019-06-21,
2019-06-24,0.76459545
2019-06-26,
2019-06-29,0.77867836
2019-07-01,0.8243471
2019-07-04,0.86256313
2019-07-06,0.84533525
2019-07-09,0.8894381
2019-07-11,
2019-07-14,0.84615386
2019-07-16,0.8637302
2019-07-19,0.8233356
2019-07-21,0.7658059
2019-07-24,0.8059278
2019-07-26,0.8063372
2019-07-29,0.8625713
2019-07-31,0.8356502
2019-08-03,0.83673555
2019-08-05,0.7706297
2019-08-08,0.7991648
2019-08-10,
2019-08-13,
2019-08-15,0.7451782
2019-08-18,
2019-08-20,
2019-08-23,
2019-08-25,0.7230384
2019-08-28,
2019-08-30,0.70011383
2019-09-02,0.70809746
2019-09-04,0.61220556
2019-09-07,
2019-09-09,0.69444776
2019-09-12,0.68535686
2019-09-14,0.6712263
2019-09-17,0.61875945
2019-09-19,
2019-09-22,
2019-09-24,
2019-09-27,0.5982961
2019-09-29,0.69393885
2019-10-02,0.6302858
2019-10-04,0.5651661
2019-10-07,0.6167231
2019-10-09,
2019-10-12,
2019-10-14,
2019-10-17,0.51540506
2019-10-19,
2019-10-22,
2019-10-24,
2019-10-27,0.6614848
2019-10-29,
2019-11-01,
2019-11-03,
2019-11-06,0.57410514
2019-11-08,0.6264823
2019-11-11,
2019-11-13,0.5870769
2019-11-16,
2019-11-18,
2019-11-21,
2019-11-23,
2019-11-26,
2019-11-28,0.5234179
2019-12-01,
2019-12-03,
2019-12-06,0.49927473
2019-12-08,0.5127488
2019-12-11,
2019-12-13,
2019-12-16,
2019-12-18,
2019-12-21,0.5002378
2019-12-23,
2019-12-26,
2019-12-28,
2019-12-31,
2020-01-02,0.5148425
2020-01-05,0.48341095
2020-01-07,0.4343006
2020-01-10,
2020-01-12,
2020-01-15,0.3684679
2020-01-17,
2020-01-20,
2020-01-22,
2020-01-25,0.32030615
2020-01-27,
2020-01-30,0.32850888
2020-02-01,
2020-02-04,
2020-02-06,
2020-02-09,0.39995238
2020-02-11,
2020-02-14,0.42385578
2020-02-16,
2020-02-19,
2020-02-21,
2020-02-24,0.4624133
2020-02-26,
2020-02-29,
2020-03-02,
2020-03-05,
2020-03-07,0.47142857
2020-03-10,
2020-03-12,
2020-03-15,
2020-03-17,0.6298063
2020-03-20,
2020-03-22,
2020-03-25,
2020-03-27,
2020-03-30,
2020-04-01,
2020-04-04,0.69676423
2020-04-06,0.7369782
2020-04-09,0.7725858
2020-04-11,0.7638672
2020-04-14,0.7723858
2020-04-16,
2020-04-19,
2020-04-21,
2020-04-24,0.79957175
2020-04-26,
2020-04-29,0.85585046
2020-05-01,
2020-05-04,0.87311536
2020-05-06,
2020-05-09,0.84033895
2020-05-11,
2020-05-14,
2020-05-16,
2020-05-19,
2020-05-21,0.84704554
2020-05-24,
2020-05-26,0.86768186
2020-05-29,
2020-05-31,0.8047167
2020-06-03,0.79404354
2020-06-05,0.860663
2020-06-08,
2020-06-10,
2020-06-13,
2020-06-15,0.81238914
2020-06-18,
2020-06-20,0.75095934
2020-06-23,0.59376574
2020-06-25,0.623053
2020-06-28,
2020-06-30,0.59444326
2020-07-03,
2020-07-05,0.6851361
2020-07-08,0.7029734
2020-07-10,0.6999193
2020-07-13,
2020-07-15,
2020-07-18,
2020-07-20,0.6487007
2020-07-23,0.61963373
2020-07-25,
2020-07-28,0.51477534
2020-07-30,0.47849253
2020-08-02,
2020-08-04,0.5063894
2020-08-07,0.46790826
2020-08-09,0.42425126
2020-08-12,0.4067469
2020-08-14,0.4895318
2020-08-17,0.3874678
2020-08-19,0.5537195
2020-08-22,0.60171103
2020-08-24,0.61277807
2020-08-27,0.59097284
2020-08-29,
2020-09-01,0.6758164
2020-09-03,
2020-09-06,0.5957178
2020-09-08,0.5891359
2020-09-11,
2020-09-13,0.5642229
2020-09-16,0.5593876
2020-09-18,0.5432278
2020-09-21,
2020-09-23,0.714476
2020-09-26,0.7812746
2020-09-28,0.7835193
2020-10-01,
2020-10-03,
2020-10-06,
2020-10-08,0.8655522
2020-10-11,0.88677806
2020-10-13,0.89352036
2020-10-16,
2020-10-18,0.80371785
2020-10-21,
2020-10-23,
2020-10-26,
2020-10-28,0.87227046
2020-10-31,0.88346
2020-11-02,0.8922697
2020-11-05,0.88162327
2020-11-07,0.7782945
2020-11-10,0.8628126
2020-11-12,
2020-11-15,0.7519934
2020-11-17,0.8034517
2020-11-20,0.8178828
2020-11-22,0.7826687
2020-11-25,0.61877966
2020-11-27,0.7787044
2020-11-30,0.7019185
2020-12-02,
2020-12-05,
2020-12-07,
2020-12-10,
2020-12-12,
2020-12-15,
2020-12-17,0.69229585
2020-12-20,
2020-12-22,
2020-12-25,
2020-12-27,
2020-12-30,
2021-01-01,
2021-01-04,
2021-01-06,
2021-01-09,
2021-01-11,
2021-01-14,0.5816691
2021-01-16,0.6099184
2021-01-19,0.5102366
2021-01-21,
2021-01-24,
2021-01-26,
2021-01-29,
2021-01-31,0.5715087
2021-02-03,
2021-02-05,
2021-02-08,0.61449814
2021-02-10,
2021-02-13,
2021-02-15,
2021-02-18,
2021-02-20,
2021-02-23,0.61767495
2021-02-25,0.59528613
2021-02-28,0.6667537
2021-03-02,0.68053854
2021-03-05,0.7286028
2021-03-07,
2021-03-10,0.75762194
2021-03-12,
2021-03-15,
2021-03-17,
2021-03-20,0.76763517
2021-03-22,
2021-03-25,
2021-03-27,0.79284537
2021-03-30,0.7850466
2021-04-01,0.78451353
2021-04-04,
2021-04-06,
2021-04-09,0.7962646
2021-04-11,
2021-04-14,0.85356885
2021-04-16,
2021-04-19,0.78726435
2021-04-21,
2021-04-24,0.735742
2021-04-26,
2021-04-29,
2021-05-01,
