settings_id,fitmethod,method_name,smooth,seasonmethod,seapar,sos_cutoff,eos_cutoff
settings 1663,2,SP,100.0,2,0.25,0.35000000000000003,0.15000000000000002
settings 1664,2,SP,100.0,2,0.25,0.35000000000000003,0.2
settings 1665,2,SP,100.0,2,0.25,0.35000000000000003,0.25
settings 1666,2,SP,100.0,2,0.25,0.35000000000000003,0.3
settings 1667,2,SP,100.0,2,0.25,0.35000000000000003,0.35000000000000003
settings 1668,2,SP,100.0,2,0.25,0.35000000000000003,0.4
settings 1669,2,SP,100.0,2,0.25,0.35000000000000003,0.45
settings 1670,2,SP,100.0,2,0.25,0.35000000000000003,0.5
settings 1671,2,SP,100.0,2,0.25,0.4,0.05
settings 1672,2,SP,100.0,2,0.25,0.4,0.1
settings 1673,2,SP,100.0,2,0.25,0.4,0.15000000000000002
settings 1674,2,SP,100.0,2,0.25,0.4,0.2
settings 1675,2,SP,100.0,2,0.25,0.4,0.25
settings 1676,2,SP,100.0,2,0.25,0.4,0.3
settings 1677,2,SP,100.0,2,0.25,0.4,0.35000000000000003
settings 1678,2,SP,100.0,2,0.25,0.4,0.4
settings 1679,2,SP,100.0,2,0.25,0.4,0.45
settings 1680,2,SP,100.0,2,0.25,0.4,0.5
settings 1681,2,SP,100.0,2,0.25,0.45,0.05
settings 1682,2,SP,100.0,2,0.25,0.45,0.1
settings 1683,2,SP,100.0,2,0.25,0.45,0.15000000000000002
settings 1684,2,SP,100.0,2,0.25,0.45,0.2
settings 1685,2,SP,100.0,2,0.25,0.45,0.25
settings 1686,2,SP,100.0,2,0.25,0.45,0.3
settings 1687,2,SP,100.0,2,0.25,0.45,0.35000000000000003
settings 1688,2,SP,100.0,2,0.25,0.45,0.4
settings 1689,2,SP,100.0,2,0.25,0.45,0.45
settings 1690,2,SP,100.0,2,0.25,0.45,0.5
settings 1691,2,SP,100.0,2,0.25,0.5,0.05
settings 1692,2,SP,100.0,2,0.25,0.5,0.1
settings 1693,2,SP,100.0,2,0.25,0.5,0.15000000000000002
settings 1694,2,SP,100.0,2,0.25,0.5,0.2
settings 1695,2,SP,100.0,2,0.25,0.5,0.25
settings 1696,2,SP,100.0,2,0.25,0.5,0.3
settings 1697,2,SP,100.0,2,0.25,0.5,0.35000000000000003
settings 1698,2,SP,100.0,2,0.25,0.5,0.4
settings 1699,2,SP,100.0,2,0.25,0.5,0.45
settings 1700,2,SP,100.0,2,0.25,0.5,0.5
settings 1701,2,SP,100.0,2,0.5,0.05,0.05
settings 1702,2,SP,100.0,2,0.5,0.05,0.1
settings 1703,2,SP,100.0,2,0.5,0.05,0.15000000000000002
settings 1704,2,SP,100.0,2,0.5,0.05,0.2
settings 1705,2,SP,100.0,2,0.5,0.05,0.25
settings 1706,2,SP,100.0,2,0.5,0.05,0.3
settings 1707,2,SP,100.0,2,0.5,0.05,0.35000000000000003
settings 1708,2,SP,100.0,2,0.5,0.05,0.4
settings 1709,2,SP,100.0,2,0.5,0.05,0.45
settings 1710,2,SP,100.0,2,0.5,0.05,0.5
settings 1711,2,SP,100.0,2,0.5,0.1,0.05
settings 1712,2,SP,100.0,2,0.5,0.1,0.1
settings 1713,2,SP,100.0,2,0.5,0.1,0.15000000000000002
settings 1714,2,SP,100.0,2,0.5,0.1,0.2
settings 1715,2,SP,100.0,2,0.5,0.1,0.25
settings 1716,2,SP,100.0,2,0.5,0.1,0.3
settings 1717,2,SP,100.0,2,0.5,0.1,0.35000000000000003
settings 1718,2,SP,100.0,2,0.5,0.1,0.4
settings 1719,2,SP,100.0,2,0.5,0.1,0.45
settings 1720,2,SP,100.0,2,0.5,0.1,0.5
settings 1721,2,SP,100.0,2,0.5,0.15000000000000002,0.05
settings 1722,2,SP,100.0,2,0.5,0.15000000000000002,0.1
settings 1723,2,SP,100.0,2,0.5,0.15000000000000002,0.15000000000000002
settings 1724,2,SP,100.0,2,0.5,0.15000000000000002,0.2
settings 1725,2,SP,100.0,2,0.5,0.15000000000000002,0.25
settings 1726,2,SP,100.0,2,0.5,0.15000000000000002,0.3
settings 1727,2,SP,100.0,2,0.5,0.15000000000000002,0.35000000000000003
settings 1728,2,SP,100.0,2,0.5,0.15000000000000002,0.4
settings 1729,2,SP,100.0,2,0.5,0.15000000000000002,0.45
settings 1730,2,SP,100.0,2,0.5,0.15000000000000002,0.5
settings 1731,2,SP,100.0,2,0.5,0.2,0.05
settings 1732,2,SP,100.0,2,0.5,0.2,0.1
settings 1733,2,SP,100.0,2,0.5,0.2,0.15000000000000002
settings 1734,2,SP,100.0,2,0.5,0.2,0.2
settings 1735,2,SP,100.0,2,0.5,0.2,0.25
settings 1736,2,SP,100.0,2,0.5,0.2,0.3
settings 1737,2,SP,100.0,2,0.5,0.2,0.35000000000000003
settings 1738,2,SP,100.0,2,0.5,0.2,0.4
settings 1739,2,SP,100.0,2,0.5,0.2,0.45
settings 1740,2,SP,100.0,2,0.5,0.2,0.5
settings 1741,2,SP,100.0,2,0.5,0.25,0.05
settings 1742,2,SP,100.0,2,0.5,0.25,0.1
settings 1743,2,SP,100.0,2,0.5,0.25,0.15000000000000002
settings 1744,2,SP,100.0,2,0.5,0.25,0.2
settings 1745,2,SP,100.0,2,0.5,0.25,0.25
settings 1746,2,SP,100.0,2,0.5,0.25,0.3
settings 1747,2,SP,100.0,2,0.5,0.25,0.35000000000000003
settings 1748,2,SP,100.0,2,0.5,0.25,0.4
settings 1749,2,SP,100.0,2,0.5,0.25,0.45
settings 1750,2,SP,100.0,2,0.5,0.25,0.5
settings 1751,2,SP,100.0,2,0.5,0.3,0.05
settings 1752,2,SP,100.0,2,0.5,0.3,0.1
settings 1753,2,SP,100.0,2,0.5,0.3,0.15000000000000002
settings 1754,2,SP,100.0,2,0.5,0.3,0.2
settings 1755,2,SP,100.0,2,0.5,0.3,0.25
settings 1756,2,SP,100.0,2,0.5,0.3,0.3
settings 1757,2,SP,100.0,2,0.5,0.3,0.35000000000000003
settings 1758,2,SP,100.0,2,0.5,0.3,0.4
settings 1759,2,SP,100.0,2,0.5,0.3,0.45
settings 1760,2,SP,100.0,2,0.5,0.3,0.5
settings 1761,2,SP,100.0,2,0.5,0.35000000000000003,0.05
settings 1762,2,SP,100.0,2,0.5,0.35000000000000003,0.1
settings 1763,2,SP,100.0,2,0.5,0.35000000000000003,0.15000000000000002
settings 1764,2,SP,100.0,2,0.5,0.35000000000000003,0.2
settings 1765,2,SP,100.0,2,0.5,0.35000000000000003,0.25
settings 1766,2,SP,100.0,2,0.5,0.35000000000000003,0.3
settings 1767,2,SP,100.0,2,0.5,0.35000000000000003,0.35000000000000003
settings 1768,2,SP,100.0,2,0.5,0.35000000000000003,0.4
settings 1769,2,SP,100.0,2,0.5,0.35000000000000003,0.45
settings 1770,2,SP,100.0,2,0.5,0.35000000000000003,0.5
settings 1771,2,SP,100.0,2,0.5,0.4,0.05
settings 1772,2,SP,100.0,2,0.5,0.4,0.1
settings 1773,2,SP,100.0,2,0.5,0.4,0.15000000000000002
settings 1774,2,SP,100.0,2,0.5,0.4,0.2
settings 1775,2,SP,100.0,2,0.5,0.4,0.25
settings 1776,2,SP,100.0,2,0.5,0.4,0.3
settings 1777,2,SP,100.0,2,0.5,0.4,0.35000000000000003
settings 1778,2,SP,100.0,2,0.5,0.4,0.4
settings 1779,2,SP,100.0,2,0.5,0.4,0.45
settings 1780,2,SP,100.0,2,0.5,0.4,0.5
settings 1781,2,SP,100.0,2,0.5,0.45,0.05
settings 1782,2,SP,100.0,2,0.5,0.45,0.1
settings 1783,2,SP,100.0,2,0.5,0.45,0.15000000000000002
settings 1784,2,SP,100.0,2,0.5,0.45,0.2
settings 1785,2,SP,100.0,2,0.5,0.45,0.25
settings 1786,2,SP,100.0,2,0.5,0.45,0.3
settings 1787,2,SP,100.0,2,0.5,0.45,0.35000000000000003
settings 1788,2,SP,100.0,2,0.5,0.45,0.4
settings 1789,2,SP,100.0,2,0.5,0.45,0.45
settings 1790,2,SP,100.0,2,0.5,0.45,0.5
settings 1791,2,SP,100.0,2,0.5,0.5,0.05
settings 1792,2,SP,100.0,2,0.5,0.5,0.1
settings 1793,2,SP,100.0,2,0.5,0.5,0.15000000000000002
settings 1794,2,SP,100.0,2,0.5,0.5,0.2
settings 1795,2,SP,100.0,2,0.5,0.5,0.25
settings 1796,2,SP,100.0,2,0.5,0.5,0.3
settings 1797,2,SP,100.0,2,0.5,0.5,0.35000000000000003
settings 1798,2,SP,100.0,2,0.5,0.5,0.4
settings 1799,2,SP,100.0,2,0.5,0.5,0.45
settings 1800,2,SP,100.0,2,0.5,0.5,0.5
settings 1801,2,SP,100.0,2,0.75,0.05,0.05
settings 1802,2,SP,100.0,2,0.75,0.05,0.1
settings 1803,2,SP,100.0,2,0.75,0.05,0.15000000000000002
settings 1804,2,SP,100.0,2,0.75,0.05,0.2
settings 1805,2,SP,100.0,2,0.75,0.05,0.25
settings 1806,2,SP,100.0,2,0.75,0.05,0.3
settings 1807,2,SP,100.0,2,0.75,0.05,0.35000000000000003
settings 1808,2,SP,100.0,2,0.75,0.05,0.4
settings 1809,2,SP,100.0,2,0.75,0.05,0.45
settings 1810,2,SP,100.0,2,0.75,0.05,0.5
settings 1811,2,SP,100.0,2,0.75,0.1,0.05
settings 1812,2,SP,100.0,2,0.75,0.1,0.1
settings 1813,2,SP,100.0,2,0.75,0.1,0.15000000000000002
settings 1814,2,SP,100.0,2,0.75,0.1,0.2
settings 1815,2,SP,100.0,2,0.75,0.1,0.25
settings 1816,2,SP,100.0,2,0.75,0.1,0.3
settings 1817,2,SP,100.0,2,0.75,0.1,0.35000000000000003
settings 1818,2,SP,100.0,2,0.75,0.1,0.4
settings 1819,2,SP,100.0,2,0.75,0.1,0.45
settings 1820,2,SP,100.0,2,0.75,0.1,0.5
settings 1821,2,SP,100.0,2,0.75,0.15000000000000002,0.05
settings 1822,2,SP,100.0,2,0.75,0.15000000000000002,0.1
settings 1823,2,SP,100.0,2,0.75,0.15000000000000002,0.15000000000000002
settings 1824,2,SP,100.0,2,0.75,0.15000000000000002,0.2
settings 1825,2,SP,100.0,2,0.75,0.15000000000000002,0.25
settings 1826,2,SP,100.0,2,0.75,0.15000000000000002,0.3
settings 1827,2,SP,100.0,2,0.75,0.15000000000000002,0.35000000000000003
settings 1828,2,SP,100.0,2,0.75,0.15000000000000002,0.4
settings 1829,2,SP,100.0,2,0.75,0.15000000000000002,0.45
settings 1830,2,SP,100.0,2,0.75,0.15000000000000002,0.5
settings 1831,2,SP,100.0,2,0.75,0.2,0.05
settings 1832,2,SP,100.0,2,0.75,0.2,0.1
settings 1833,2,SP,100.0,2,0.75,0.2,0.15000000000000002
settings 1834,2,SP,100.0,2,0.75,0.2,0.2
settings 1835,2,SP,100.0,2,0.75,0.2,0.25
settings 1836,2,SP,100.0,2,0.75,0.2,0.3
settings 1837,2,SP,100.0,2,0.75,0.2,0.35000000000000003
settings 1838,2,SP,100.0,2,0.75,0.2,0.4
settings 1839,2,SP,100.0,2,0.75,0.2,0.45
settings 1840,2,SP,100.0,2,0.75,0.2,0.5
settings 1841,2,SP,100.0,2,0.75,0.25,0.05
settings 1842,2,SP,100.0,2,0.75,0.25,0.1
settings 1843,2,SP,100.0,2,0.75,0.25,0.15000000000000002
settings 1844,2,SP,100.0,2,0.75,0.25,0.2
settings 1845,2,SP,100.0,2,0.75,0.25,0.25
settings 1846,2,SP,100.0,2,0.75,0.25,0.3
settings 1847,2,SP,100.0,2,0.75,0.25,0.35000000000000003
settings 1848,2,SP,100.0,2,0.75,0.25,0.4
settings 1849,2,SP,100.0,2,0.75,0.25,0.45
settings 1850,2,SP,100.0,2,0.75,0.25,0.5
settings 1851,2,SP,100.0,2,0.75,0.3,0.05
settings 1852,2,SP,100.0,2,0.75,0.3,0.1
settings 1853,2,SP,100.0,2,0.75,0.3,0.15000000000000002
settings 1854,2,SP,100.0,2,0.75,0.3,0.2
settings 1855,2,SP,100.0,2,0.75,0.3,0.25
settings 1856,2,SP,100.0,2,0.75,0.3,0.3
settings 1857,2,SP,100.0,2,0.75,0.3,0.35000000000000003
settings 1858,2,SP,100.0,2,0.75,0.3,0.4
settings 1859,2,SP,100.0,2,0.75,0.3,0.45
settings 1860,2,SP,100.0,2,0.75,0.3,0.5
settings 1861,2,SP,100.0,2,0.75,0.35000000000000003,0.05
settings 1862,2,SP,100.0,2,0.75,0.35000000000000003,0.1
settings 1863,2,SP,100.0,2,0.75,0.35000000000000003,0.15000000000000002
settings 1864,2,SP,100.0,2,0.75,0.35000000000000003,0.2
settings 1865,2,SP,100.0,2,0.75,0.35000000000000003,0.25
settings 1866,2,SP,100.0,2,0.75,0.35000000000000003,0.3
settings 1867,2,SP,100.0,2,0.75,0.35000000000000003,0.35000000000000003
settings 1868,2,SP,100.0,2,0.75,0.35000000000000003,0.4
settings 1869,2,SP,100.0,2,0.75,0.35000000000000003,0.45
settings 1870,2,SP,100.0,2,0.75,0.35000000000000003,0.5
settings 1871,2,SP,100.0,2,0.75,0.4,0.05
settings 1872,2,SP,100.0,2,0.75,0.4,0.1
settings 1873,2,SP,100.0,2,0.75,0.4,0.15000000000000002
settings 1874,2,SP,100.0,2,0.75,0.4,0.2
settings 1875,2,SP,100.0,2,0.75,0.4,0.25
settings 1876,2,SP,100.0,2,0.75,0.4,0.3
settings 1877,2,SP,100.0,2,0.75,0.4,0.35000000000000003
settings 1878,2,SP,100.0,2,0.75,0.4,0.4
settings 1879,2,SP,100.0,2,0.75,0.4,0.45
settings 1880,2,SP,100.0,2,0.75,0.4,0.5
settings 1881,2,SP,100.0,2,0.75,0.45,0.05
settings 1882,2,SP,100.0,2,0.75,0.45,0.1
settings 1883,2,SP,100.0,2,0.75,0.45,0.15000000000000002
settings 1884,2,SP,100.0,2,0.75,0.45,0.2
settings 1885,2,SP,100.0,2,0.75,0.45,0.25
settings 1886,2,SP,100.0,2,0.75,0.45,0.3
settings 1887,2,SP,100.0,2,0.75,0.45,0.35000000000000003
settings 1888,2,SP,100.0,2,0.75,0.45,0.4
settings 1889,2,SP,100.0,2,0.75,0.45,0.45
settings 1890,2,SP,100.0,2,0.75,0.45,0.5
settings 1891,2,SP,100.0,2,0.75,0.5,0.05
settings 1892,2,SP,100.0,2,0.75,0.5,0.1
settings 1893,2,SP,100.0,2,0.75,0.5,0.15000000000000002
settings 1894,2,SP,100.0,2,0.75,0.5,0.2
settings 1895,2,SP,100.0,2,0.75,0.5,0.25
settings 1896,2,SP,100.0,2,0.75,0.5,0.3
settings 1897,2,SP,100.0,2,0.75,0.5,0.35000000000000003
settings 1898,2,SP,100.0,2,0.75,0.5,0.4
settings 1899,2,SP,100.0,2,0.75,0.5,0.45
settings 1900,2,SP,100.0,2,0.75,0.5,0.5
settings 1901,2,SP,100.0,2,1.0,0.05,0.05
settings 1902,2,SP,100.0,2,1.0,0.05,0.1
settings 1903,2,SP,100.0,2,1.0,0.05,0.15000000000000002
settings 1904,2,SP,100.0,2,1.0,0.05,0.2
settings 1905,2,SP,100.0,2,1.0,0.05,0.25
settings 1906,2,SP,100.0,2,1.0,0.05,0.3
settings 1907,2,SP,100.0,2,1.0,0.05,0.35000000000000003
settings 1908,2,SP,100.0,2,1.0,0.05,0.4
settings 1909,2,SP,100.0,2,1.0,0.05,0.45
settings 1910,2,SP,100.0,2,1.0,0.05,0.5
settings 1911,2,SP,100.0,2,1.0,0.1,0.05
settings 1912,2,SP,100.0,2,1.0,0.1,0.1
settings 1913,2,SP,100.0,2,1.0,0.1,0.15000000000000002
settings 1914,2,SP,100.0,2,1.0,0.1,0.2
settings 1915,2,SP,100.0,2,1.0,0.1,0.25
settings 1916,2,SP,100.0,2,1.0,0.1,0.3
settings 1917,2,SP,100.0,2,1.0,0.1,0.35000000000000003
settings 1918,2,SP,100.0,2,1.0,0.1,0.4
settings 1919,2,SP,100.0,2,1.0,0.1,0.45
settings 1920,2,SP,100.0,2,1.0,0.1,0.5
settings 1921,2,SP,100.0,2,1.0,0.15000000000000002,0.05
settings 1922,2,SP,100.0,2,1.0,0.15000000000000002,0.1
settings 1923,2,SP,100.0,2,1.0,0.15000000000000002,0.15000000000000002
settings 1924,2,SP,100.0,2,1.0,0.15000000000000002,0.2
settings 1925,2,SP,100.0,2,1.0,0.15000000000000002,0.25
settings 1926,2,SP,100.0,2,1.0,0.15000000000000002,0.3
settings 1927,2,SP,100.0,2,1.0,0.15000000000000002,0.35000000000000003
settings 1928,2,SP,100.0,2,1.0,0.15000000000000002,0.4
settings 1929,2,SP,100.0,2,1.0,0.15000000000000002,0.45
settings 1930,2,SP,100.0,2,1.0,0.15000000000000002,0.5
settings 1931,2,SP,100.0,2,1.0,0.2,0.05
settings 1932,2,SP,100.0,2,1.0,0.2,0.1
settings 1933,2,SP,100.0,2,1.0,0.2,0.15000000000000002
settings 1934,2,SP,100.0,2,1.0,0.2,0.2
settings 1935,2,SP,100.0,2,1.0,0.2,0.25
settings 1936,2,SP,100.0,2,1.0,0.2,0.3
settings 1937,2,SP,100.0,2,1.0,0.2,0.35000000000000003
settings 1938,2,SP,100.0,2,1.0,0.2,0.4
settings 1939,2,SP,100.0,2,1.0,0.2,0.45
settings 1940,2,SP,100.0,2,1.0,0.2,0.5
settings 1941,2,SP,100.0,2,1.0,0.25,0.05
settings 1942,2,SP,100.0,2,1.0,0.25,0.1
settings 1943,2,SP,100.0,2,1.0,0.25,0.15000000000000002
settings 1944,2,SP,100.0,2,1.0,0.25,0.2
settings 1945,2,SP,100.0,2,1.0,0.25,0.25
settings 1946,2,SP,100.0,2,1.0,0.25,0.3
settings 1947,2,SP,100.0,2,1.0,0.25,0.35000000000000003
settings 1948,2,SP,100.0,2,1.0,0.25,0.4
settings 1949,2,SP,100.0,2,1.0,0.25,0.45
settings 1950,2,SP,100.0,2,1.0,0.25,0.5
settings 1951,2,SP,100.0,2,1.0,0.3,0.05
settings 1952,2,SP,100.0,2,1.0,0.3,0.1
settings 1953,2,SP,100.0,2,1.0,0.3,0.15000000000000002
settings 1954,2,SP,100.0,2,1.0,0.3,0.2
settings 1955,2,SP,100.0,2,1.0,0.3,0.25
settings 1956,2,SP,100.0,2,1.0,0.3,0.3
settings 1957,2,SP,100.0,2,1.0,0.3,0.35000000000000003
settings 1958,2,SP,100.0,2,1.0,0.3,0.4
settings 1959,2,SP,100.0,2,1.0,0.3,0.45
settings 1960,2,SP,100.0,2,1.0,0.3,0.5
settings 1961,2,SP,100.0,2,1.0,0.35000000000000003,0.05
settings 1962,2,SP,100.0,2,1.0,0.35000000000000003,0.1
settings 1963,2,SP,100.0,2,1.0,0.35000000000000003,0.15000000000000002
settings 1964,2,SP,100.0,2,1.0,0.35000000000000003,0.2
settings 1965,2,SP,100.0,2,1.0,0.35000000000000003,0.25
settings 1966,2,SP,100.0,2,1.0,0.35000000000000003,0.3
settings 1967,2,SP,100.0,2,1.0,0.35000000000000003,0.35000000000000003
settings 1968,2,SP,100.0,2,1.0,0.35000000000000003,0.4
settings 1969,2,SP,100.0,2,1.0,0.35000000000000003,0.45
settings 1970,2,SP,100.0,2,1.0,0.35000000000000003,0.5
settings 1971,2,SP,100.0,2,1.0,0.4,0.05
settings 1972,2,SP,100.0,2,1.0,0.4,0.1
settings 1973,2,SP,100.0,2,1.0,0.4,0.15000000000000002
settings 1974,2,SP,100.0,2,1.0,0.4,0.2
settings 1975,2,SP,100.0,2,1.0,0.4,0.25
settings 1976,2,SP,100.0,2,1.0,0.4,0.3
settings 1977,2,SP,100.0,2,1.0,0.4,0.35000000000000003
settings 1978,2,SP,100.0,2,1.0,0.4,0.4
settings 1979,2,SP,100.0,2,1.0,0.4,0.45
settings 1980,2,SP,100.0,2,1.0,0.4,0.5
settings 1981,2,SP,100.0,2,1.0,0.45,0.05
settings 1982,2,SP,100.0,2,1.0,0.45,0.1
settings 1983,2,SP,100.0,2,1.0,0.45,0.15000000000000002
settings 1984,2,SP,100.0,2,1.0,0.45,0.2
settings 1985,2,SP,100.0,2,1.0,0.45,0.25
settings 1986,2,SP,100.0,2,1.0,0.45,0.3
settings 1987,2,SP,100.0,2,1.0,0.45,0.35000000000000003
settings 1988,2,SP,100.0,2,1.0,0.45,0.4
settings 1989,2,SP,100.0,2,1.0,0.45,0.45
settings 1990,2,SP,100.0,2,1.0,0.45,0.5
settings 1991,2,SP,100.0,2,1.0,0.5,0.05
settings 1992,2,SP,100.0,2,1.0,0.5,0.1
settings 1993,2,SP,100.0,2,1.0,0.5,0.15000000000000002
settings 1994,2,SP,100.0,2,1.0,0.5,0.2
settings 1995,2,SP,100.0,2,1.0,0.5,0.25
settings 1996,2,SP,100.0,2,1.0,0.5,0.3
settings 1997,2,SP,100.0,2,1.0,0.5,0.35000000000000003
settings 1998,2,SP,100.0,2,1.0,0.5,0.4
settings 1999,2,SP,100.0,2,1.0,0.5,0.45
settings 2000,2,SP,100.0,2,1.0,0.5,0.5
settings 2001,2,SP,300.0,1,0.0,0.05,0.05
settings 2002,2,SP,300.0,1,0.0,0.05,0.1
settings 2003,2,SP,300.0,1,0.0,0.05,0.15000000000000002
settings 2004,2,SP,300.0,1,0.0,0.05,0.2
settings 2005,2,SP,300.0,1,0.0,0.05,0.25
settings 2006,2,SP,300.0,1,0.0,0.05,0.3
settings 2007,2,SP,300.0,1,0.0,0.05,0.35000000000000003
settings 2008,2,SP,300.0,1,0.0,0.05,0.4
settings 2009,2,SP,300.0,1,0.0,0.05,0.45
settings 2010,2,SP,300.0,1,0.0,0.05,0.5
settings 2011,2,SP,300.0,1,0.0,0.1,0.05
settings 2012,2,SP,300.0,1,0.0,0.1,0.1
settings 2013,2,SP,300.0,1,0.0,0.1,0.15000000000000002
settings 2014,2,SP,300.0,1,0.0,0.1,0.2
settings 2015,2,SP,300.0,1,0.0,0.1,0.25
settings 2016,2,SP,300.0,1,0.0,0.1,0.3
settings 2017,2,SP,300.0,1,0.0,0.1,0.35000000000000003
settings 2018,2,SP,300.0,1,0.0,0.1,0.4
settings 2019,2,SP,300.0,1,0.0,0.1,0.45
settings 2020,2,SP,300.0,1,0.0,0.1,0.5
settings 2021,2,SP,300.0,1,0.0,0.15000000000000002,0.05
settings 2022,2,SP,300.0,1,0.0,0.15000000000000002,0.1
settings 2023,2,SP,300.0,1,0.0,0.15000000000000002,0.15000000000000002
settings 2024,2,SP,300.0,1,0.0,0.15000000000000002,0.2
settings 2025,2,SP,300.0,1,0.0,0.15000000000000002,0.25
settings 2026,2,SP,300.0,1,0.0,0.15000000000000002,0.3
settings 2027,2,SP,300.0,1,0.0,0.15000000000000002,0.35000000000000003
settings 2028,2,SP,300.0,1,0.0,0.15000000000000002,0.4
settings 2029,2,SP,300.0,1,0.0,0.15000000000000002,0.45
settings 2030,2,SP,300.0,1,0.0,0.15000000000000002,0.5
settings 2031,2,SP,300.0,1,0.0,0.2,0.05
settings 2032,2,SP,300.0,1,0.0,0.2,0.1
settings 2033,2,SP,300.0,1,0.0,0.2,0.15000000000000002
settings 2034,2,SP,300.0,1,0.0,0.2,0.2
settings 2035,2,SP,300.0,1,0.0,0.2,0.25
settings 2036,2,SP,300.0,1,0.0,0.2,0.3
settings 2037,2,SP,300.0,1,0.0,0.2,0.35000000000000003
settings 2038,2,SP,300.0,1,0.0,0.2,0.4
settings 2039,2,SP,300.0,1,0.0,0.2,0.45
settings 2040,2,SP,300.0,1,0.0,0.2,0.5
settings 2041,2,SP,300.0,1,0.0,0.25,0.05
settings 2042,2,SP,300.0,1,0.0,0.25,0.1
settings 2043,2,SP,300.0,1,0.0,0.25,0.15000000000000002
settings 2044,2,SP,300.0,1,0.0,0.25,0.2
settings 2045,2,SP,300.0,1,0.0,0.25,0.25
settings 2046,2,SP,300.0,1,0.0,0.25,0.3
settings 2047,2,SP,300.0,1,0.0,0.25,0.35000000000000003
settings 2048,2,SP,300.0,1,0.0,0.25,0.4
settings 2049,2,SP,300.0,1,0.0,0.25,0.45
settings 2050,2,SP,300.0,1,0.0,0.25,0.5
settings 2051,2,SP,300.0,1,0.0,0.3,0.05
settings 2052,2,SP,300.0,1,0.0,0.3,0.1
settings 2053,2,SP,300.0,1,0.0,0.3,0.15000000000000002
settings 2054,2,SP,300.0,1,0.0,0.3,0.2
settings 2055,2,SP,300.0,1,0.0,0.3,0.25
settings 2056,2,SP,300.0,1,0.0,0.3,0.3
settings 2057,2,SP,300.0,1,0.0,0.3,0.35000000000000003
settings 2058,2,SP,300.0,1,0.0,0.3,0.4
settings 2059,2,SP,300.0,1,0.0,0.3,0.45
settings 2060,2,SP,300.0,1,0.0,0.3,0.5
settings 2061,2,SP,300.0,1,0.0,0.35000000000000003,0.05
settings 2062,2,SP,300.0,1,0.0,0.35000000000000003,0.1
settings 2063,2,SP,300.0,1,0.0,0.35000000000000003,0.15000000000000002
settings 2064,2,SP,300.0,1,0.0,0.35000000000000003,0.2
settings 2065,2,SP,300.0,1,0.0,0.35000000000000003,0.25
settings 2066,2,SP,300.0,1,0.0,0.35000000000000003,0.3
settings 2067,2,SP,300.0,1,0.0,0.35000000000000003,0.35000000000000003
settings 2068,2,SP,300.0,1,0.0,0.35000000000000003,0.4
settings 2069,2,SP,300.0,1,0.0,0.35000000000000003,0.45
settings 2070,2,SP,300.0,1,0.0,0.35000000000000003,0.5
settings 2071,2,SP,300.0,1,0.0,0.4,0.05
settings 2072,2,SP,300.0,1,0.0,0.4,0.1
settings 2073,2,SP,300.0,1,0.0,0.4,0.15000000000000002
settings 2074,2,SP,300.0,1,0.0,0.4,0.2
settings 2075,2,SP,300.0,1,0.0,0.4,0.25
settings 2076,2,SP,300.0,1,0.0,0.4,0.3
settings 2077,2,SP,300.0,1,0.0,0.4,0.35000000000000003
settings 2078,2,SP,300.0,1,0.0,0.4,0.4
settings 2079,2,SP,300.0,1,0.0,0.4,0.45
settings 2080,2,SP,300.0,1,0.0,0.4,0.5
settings 2081,2,SP,300.0,1,0.0,0.45,0.05
settings 2082,2,SP,300.0,1,0.0,0.45,0.1
settings 2083,2,SP,300.0,1,0.0,0.45,0.15000000000000002
settings 2084,2,SP,300.0,1,0.0,0.45,0.2
settings 2085,2,SP,300.0,1,0.0,0.45,0.25
settings 2086,2,SP,300.0,1,0.0,0.45,0.3
settings 2087,2,SP,300.0,1,0.0,0.45,0.35000000000000003
settings 2088,2,SP,300.0,1,0.0,0.45,0.4
settings 2089,2,SP,300.0,1,0.0,0.45,0.45
settings 2090,2,SP,300.0,1,0.0,0.45,0.5
settings 2091,2,SP,300.0,1,0.0,0.5,0.05
settings 2092,2,SP,300.0,1,0.0,0.5,0.1
settings 2093,2,SP,300.0,1,0.0,0.5,0.15000000000000002
settings 2094,2,SP,300.0,1,0.0,0.5,0.2
settings 2095,2,SP,300.0,1,0.0,0.5,0.25
settings 2096,2,SP,300.0,1,0.0,0.5,0.3
settings 2097,2,SP,300.0,1,0.0,0.5,0.35000000000000003
settings 2098,2,SP,300.0,1,0.0,0.5,0.4
settings 2099,2,SP,300.0,1,0.0,0.5,0.45
settings 2100,2,SP,300.0,1,0.0,0.5,0.5
settings 2101,2,SP,300.0,1,0.25,0.05,0.05
settings 2102,2,SP,300.0,1,0.25,0.05,0.1
settings 2103,2,SP,300.0,1,0.25,0.05,0.15000000000000002
settings 2104,2,SP,300.0,1,0.25,0.05,0.2
settings 2105,2,SP,300.0,1,0.25,0.05,0.25
settings 2106,2,SP,300.0,1,0.25,0.05,0.3
settings 2107,2,SP,300.0,1,0.25,0.05,0.35000000000000003
settings 2108,2,SP,300.0,1,0.25,0.05,0.4
settings 2109,2,SP,300.0,1,0.25,0.05,0.45
settings 2110,2,SP,300.0,1,0.25,0.05,0.5
settings 2111,2,SP,300.0,1,0.25,0.1,0.05
settings 2112,2,SP,300.0,1,0.25,0.1,0.1
