t,EVI2
2017-01-16,0.09039012
2017-01-19,
2017-01-26,
2017-01-29,0.105049774
2017-02-05,0.09068899
2017-02-08,0.09464723
2017-02-15,0.09098841
2017-02-18,
2017-02-25,0.07884474
2017-02-28,0.08022752
2017-03-07,0.08615719
2017-03-10,0.08374937
2017-03-17,0.09323648
2017-03-20,
2017-03-25,0.09338622
2017-03-27,0.100097716
2017-03-30,0.08413124
2017-04-01,0.10061954
2017-04-06,0.10168857
2017-04-09,0.09609379
2017-04-11,0.10239459
2017-04-14,0.10126738
2017-04-16,
2017-04-19,0.10354541
2017-04-21,0.10745559
2017-04-24,0.11569954
2017-04-26,0.11251299
2017-04-29,
2017-05-01,
2017-05-04,
2017-05-06,0.11739381
2017-05-09,0.10987679
2017-05-11,
2017-05-14,
2017-05-16,
2017-05-19,
2017-05-21,
2017-05-24,0.13638626
2017-05-26,0.13111058
2017-05-29,0.15507227
2017-06-03,0.14548053
2017-06-05,
2017-06-08,0.12526725
2017-06-10,0.10688919
2017-06-13,0.119219564
2017-06-15,0.11975832
2017-06-18,0.10677698
2017-06-20,0.117335565
2017-06-23,0.11068389
2017-06-25,
2017-06-28,0.10912587
2017-06-30,
2017-07-03,0.1104956
2017-07-05,
2017-07-10,0.10792133
2017-07-13,0.113632485
2017-07-15,0.10340245
2017-07-18,0.09982057
2017-07-20,0.102642834
2017-07-23,0.107120804
2017-07-25,0.09826685
2017-07-28,0.097534254
2017-07-30,0.10252475
2017-08-02,
2017-08-04,0.095197
2017-08-07,0.09646276
2017-08-09,0.10166374
2017-08-12,0.10172432
2017-08-14,0.099402376
2017-08-17,0.09070085
2017-08-19,
2017-08-22,0.09626884
2017-08-24,0.09796686
2017-08-27,0.106416725
2017-08-29,
2017-09-01,0.09688185
2017-09-03,
2017-09-06,0.09525922
2017-09-08,0.11546174
2017-09-11,0.09976966
2017-09-13,0.09825947
2017-09-16,0.106128894
2017-09-18,0.11032152
2017-09-21,0.1023419
2017-09-23,0.07978543
