t,EVI2
2017-01-02,
2017-01-12,0.35245332
2017-02-01,
2017-02-11,
2017-02-21,0.3379525
2017-03-03,
2017-03-13,0.33561558
2017-03-18,0.38746554
2017-03-23,
2017-04-02,0.37853798
2017-04-07,0.3783486
2017-04-12,0.34783676
2017-04-17,0.337155
2017-04-22,
2017-04-27,0.31141376
2017-05-02,0.30433795
2017-05-07,0.29704383
2017-05-12,
2017-05-17,
2017-05-22,
2017-05-27,0.29247552
2017-06-01,0.23718846
2017-06-06,0.23833312
2017-06-11,0.23098424
2017-06-16,0.2134412
2017-06-21,0.21057959
2017-06-26,0.21521781
2017-07-01,0.20876196
2017-07-06,
2017-07-11,0.20225766
2017-07-16,0.20023195
2017-07-21,0.19816695
2017-07-26,0.188754
2017-07-31,0.1966175
2017-08-05,0.18649577
2017-08-10,0.19703203
2017-08-15,
2017-08-20,0.17636585
2017-08-25,
2017-08-30,0.1968274
2017-09-04,0.19772817
2017-09-09,0.20197731
2017-09-14,0.16224557
2017-09-19,0.20625335
2017-09-24,0.19743356
2017-09-29,
2017-10-04,
2017-10-09,0.21135443
2017-10-14,0.20554522
2017-10-19,
2017-10-24,0.20416005
2017-10-29,0.2059832
2017-11-03,
2017-11-08,0.22368535
2017-11-13,0.23712566
2017-11-18,0.24233338
2017-11-23,
2017-11-28,
2017-12-08,0.21342424
2017-12-13,0.2586566
2017-12-18,0.2927002
2017-12-23,0.28819633
2017-12-28,
2018-01-02,0.26149753
2018-01-07,
2018-01-12,
2018-01-17,
2018-01-22,0.053198487
2018-01-27,0.3209275
2018-02-01,0.31235623
2018-02-06,0.33705547
2018-02-11,0.31981468
2018-02-16,0.2048088
2018-02-21,0.34219143
2018-02-26,0.33625522
2018-03-03,
2018-03-08,
2018-03-13,
2018-03-18,0.4132659
2018-03-23,
2018-03-28,0.4087421
2018-04-02,0.41732436
2018-04-07,
2018-04-12,
2018-04-17,0.39015096
2018-04-22,
2018-04-27,0.38478124
2018-05-02,
2018-05-07,
2018-05-12,0.39291137
2018-05-17,0.34294784
2018-05-22,0.3234784
2018-05-27,0.3195516
2018-06-01,0.30651432
2018-06-06,
2018-06-11,0.24484572
2018-06-16,0.26826537
2018-06-21,0.24783385
2018-06-26,0.23463029
2018-07-01,
2018-07-06,0.21772823
2018-07-11,0.21683654
2018-07-16,0.21616073
2018-07-21,0.21952167
2018-07-26,0.22278753
2018-07-31,0.20991309
2018-08-05,0.22600894
2018-08-10,0.20407389
2018-08-15,0.195772
2018-08-20,0.19910762
2018-08-25,0.21995452
2018-08-30,0.20724729
2018-09-04,0.17184909
2018-09-09,0.2012755
2018-09-14,
2018-09-19,
2018-09-24,0.20722356
2018-09-29,0.21835841
2018-10-04,0.21492285
2018-10-09,0.21224554
2018-10-14,0.21408318
2018-10-19,
2018-10-24,0.21772748
2018-10-29,0.24081464
2018-11-03,0.2504378
2018-11-08,
2018-11-13,
2018-11-18,
2018-11-23,
2018-11-28,
2018-12-03,
2018-12-08,
2018-12-13,0.32259744
2018-12-18,
2018-12-23,
2018-12-28,
2019-01-02,0.116617024
2019-01-07,0.068094425
2019-01-12,0.3250497
2019-01-17,
2019-01-22,
2019-01-27,0.335278
2019-02-01,
2019-02-06,0.33906138
2019-02-11,0.33985427
2019-02-16,
2019-02-21,0.36389604
2019-02-26,0.37713245
2019-03-03,0.38964653
2019-03-08,0.41191012
2019-03-13,0.40295324
2019-03-18,0.41567186
2019-03-23,
2019-03-28,0.39617077
2019-04-02,0.3860813
2019-04-07,
2019-04-12,0.3928871
2019-04-17,
2019-04-22,0.38002062
2019-04-27,0.38100392
2019-05-02,0.358878
2019-05-07,
2019-05-12,0.34404275
2019-05-17,
2019-05-22,0.2813041
2019-05-27,
2019-06-01,0.24756101
2019-06-06,0.24445684
2019-06-11,0.2601291
2019-06-16,
2019-06-21,0.22477385
2019-06-26,0.21865006
2019-07-01,0.22198395
2019-07-06,0.21724547
2019-07-11,0.21699992
2019-07-16,0.21194905
2019-07-21,0.19732653
2019-07-26,0.21952921
2019-07-31,0.21223146
2019-08-05,0.21411698
2019-08-10,
2019-08-15,0.20087287
2019-08-20,0.20713082
2019-08-25,0.19978191
2019-08-30,0.19217108
2019-09-04,0.2070408
2019-09-09,0.2053519
2019-09-14,
2019-09-19,
2019-09-24,0.13733329
2019-09-29,0.21411267
2019-10-04,0.21542163
2019-10-09,0.19924971
2019-10-14,
2019-10-19,
2019-10-24,0.24252929
2019-10-29,0.27078843
2019-11-03,
2019-11-08,0.33942375
2019-11-13,0.3514044
2019-11-18,0.34889227
2019-11-23,0.37000594
2019-11-28,
2019-12-03,0.37075022
2019-12-08,
2019-12-13,
2019-12-18,
2019-12-23,
2019-12-28,0.40037817
2020-01-02,
2020-01-07,0.13332462
2020-01-12,0.38261804
2020-01-17,
2020-01-22,
2020-01-27,
2020-02-01,
2020-02-06,
2020-02-11,
2020-02-16,0.40185344
2020-02-21,0.44542205
2020-02-26,0.44898736
2020-03-02,
2020-03-07,
2020-03-12,
2020-03-17,0.4543262
2020-03-22,
2020-03-27,0.44718638
2020-04-01,
2020-04-06,
2020-04-11,0.39441735
2020-04-16,
2020-04-21,
2020-04-26,0.39839596
2020-05-01,
2020-05-06,0.37533614
2020-05-11,
2020-05-16,0.48345724
2020-05-21,0.36445472
2020-05-26,0.33240893
2020-05-31,
2020-06-05,0.27361295
2020-06-10,0.2664941
2020-06-15,0.25190398
2020-06-20,0.24618275
2020-06-25,0.23101655
2020-06-30,0.22386512
