t,EVI2
2017-01-02,
2017-01-12,0.34252617
2017-02-01,
2017-02-11,
2017-02-21,0.33878338
2017-03-03,
2017-03-13,0.3357575
2017-03-18,
2017-03-23,
2017-04-02,0.43320927
2017-04-07,0.41990754
2017-04-12,0.3975975
2017-04-17,0.3813399
2017-04-22,
2017-04-27,0.32189432
2017-05-02,0.32758534
2017-05-07,0.3016009
2017-05-12,
2017-05-17,
2017-05-22,
2017-05-27,
2017-06-01,0.22777078
2017-06-06,0.21938051
2017-06-11,0.19914813
2017-06-16,0.18409508
2017-06-21,0.16335525
2017-06-26,0.15898715
2017-07-01,0.17106104
2017-07-06,
2017-07-11,0.15905441
2017-07-16,0.16628692
2017-07-21,0.15706486
2017-07-26,0.15012103
2017-07-31,0.14460155
2017-08-05,0.12831698
2017-08-10,0.1442981
2017-08-15,
2017-08-20,0.124017954
2017-08-25,
2017-08-30,0.14055209
2017-09-04,0.15419704
2017-09-09,0.16666667
2017-09-14,0.12418238
2017-09-19,0.17802133
2017-09-24,0.16538812
2017-09-29,
2017-10-04,
2017-10-09,0.16465089
2017-10-14,0.16310629
2017-10-19,
2017-10-24,0.15463172
2017-10-29,0.16130973
2017-11-03,
2017-11-08,0.15430017
2017-11-13,0.17251565
2017-11-18,0.15448163
2017-11-23,
2017-11-28,
2017-12-08,0.14178012
2017-12-13,0.15750329
2017-12-18,0.17445716
2017-12-23,0.18784423
2017-12-28,
2018-01-02,
2018-01-07,
2018-01-12,
2018-01-17,
2018-01-22,
2018-01-27,0.27471346
2018-02-01,0.292327
2018-02-06,0.31472626
2018-02-11,0.30679694
2018-02-16,0.21033359
2018-02-21,0.36465308
2018-02-26,0.36218327
2018-03-03,
2018-03-08,
2018-03-13,
2018-03-18,0.42519772
2018-03-23,
2018-03-28,0.478871
2018-04-02,
2018-04-07,
2018-04-12,
2018-04-17,0.42398733
2018-04-22,
2018-04-27,0.41631746
2018-05-02,
2018-05-07,
2018-05-12,0.52991515
2018-05-17,0.42459595
2018-05-22,0.3805182
2018-05-27,0.3910981
2018-06-01,0.3876678
2018-06-06,0.38155347
2018-06-11,0.33161476
2018-06-16,0.31607416
2018-06-21,0.2779955
2018-06-26,0.24586591
2018-07-01,
2018-07-06,0.20710306
2018-07-11,0.19760534
2018-07-16,0.20011961
2018-07-21,0.18799129
2018-07-26,0.18710405
2018-07-31,0.17038639
2018-08-05,0.16569273
2018-08-10,0.160185
2018-08-15,0.14745647
2018-08-20,0.1420818
2018-08-25,0.16304518
2018-08-30,0.14991176
2018-09-04,0.13138361
2018-09-09,0.12868571
2018-09-14,
2018-09-19,
2018-09-24,0.13918875
2018-09-29,0.14200228
2018-10-04,0.15634462
2018-10-09,0.14408353
2018-10-14,
2018-10-19,
2018-10-24,0.13445391
2018-10-29,0.17032675
2018-11-03,0.18438387
2018-11-08,
2018-11-13,
2018-11-18,
2018-11-23,
2018-11-28,
2018-12-03,
2018-12-08,
2018-12-13,0.3119931
2018-12-18,
2018-12-23,
2018-12-28,
2019-01-02,0.11440666
2019-01-07,0.065577865
2019-01-12,0.31889537
2019-01-17,
2019-01-22,
2019-01-27,0.35897857
2019-02-01,
2019-02-06,0.3567731
2019-02-11,0.36675164
2019-02-16,
2019-02-21,0.3832506
2019-02-26,0.40670136
2019-03-03,0.41184962
2019-03-08,0.4583733
2019-03-13,0.44870234
2019-03-18,0.46009508
2019-03-23,
2019-03-28,0.4434058
2019-04-02,0.43166342
2019-04-07,
2019-04-12,0.43556884
2019-04-17,
2019-04-22,0.43211752
2019-04-27,0.4283864
2019-05-02,0.40231973
2019-05-07,
2019-05-12,0.39858282
2019-05-17,
2019-05-22,0.34708288
2019-05-27,
2019-06-01,0.25148317
2019-06-06,0.24398984
2019-06-11,
2019-06-16,
2019-06-21,0.19857007
2019-06-26,0.17782867
2019-07-01,0.17898107
2019-07-06,0.16940048
2019-07-11,0.1734091
2019-07-16,0.15759312
2019-07-21,0.14980578
2019-07-26,0.14371186
2019-07-31,0.12996453
2019-08-05,0.14115793
2019-08-10,
2019-08-15,0.1349916
2019-08-20,0.13045003
2019-08-25,0.13453713
2019-08-30,0.10628938
2019-09-04,0.12288207
2019-09-09,0.12902467
2019-09-14,
2019-09-19,
2019-09-24,
2019-09-29,0.12043145
2019-10-04,0.11715348
2019-10-09,0.12072107
2019-10-14,
2019-10-19,
2019-10-24,0.15574658
2019-10-29,0.18880521
2019-11-03,
2019-11-08,0.29012623
2019-11-13,0.32994923
2019-11-18,0.314265
2019-11-23,0.34555203
2019-11-28,
2019-12-03,0.3865942
2019-12-08,
2019-12-13,
2019-12-18,
2019-12-23,
2019-12-28,0.4546952
2020-01-02,
2020-01-07,0.18985888
2020-01-12,0.43275145
2020-01-17,
2020-01-22,
2020-01-27,
2020-02-01,
2020-02-06,
2020-02-11,
2020-02-16,0.48630062
2020-02-21,0.5587751
2020-02-26,0.5467996
2020-03-02,
2020-03-07,
2020-03-12,
2020-03-17,0.54256505
2020-03-22,
2020-03-27,0.5006733
2020-04-01,
2020-04-06,
2020-04-11,
2020-04-16,
2020-04-21,
2020-04-26,
2020-05-01,
2020-05-06,0.4736456
2020-05-11,
2020-05-16,
2020-05-21,0.40134677
2020-05-26,0.37330744
2020-05-31,
2020-06-05,0.2712753
2020-06-10,0.2598998
2020-06-15,0.24743842
2020-06-20,0.2295703
2020-06-25,0.20297234
2020-06-30,0.19786374
2020-07-05,0.1956048
2020-07-10,0.17506403
2020-07-15,0.16472962
2020-07-20,0.16879755
2020-07-25,0.15714459
2020-07-30,0.15368347
2020-08-04,0.1553256
2020-08-09,0.15288278
2020-08-14,0.15134487
2020-08-19,0.15763476
2020-08-24,0.1410398
2020-08-29,0.15566136
2020-09-03,0.14743643
2020-09-08,0.14716533
2020-09-13,
2020-09-18,
2020-09-23,
2020-09-28,0.14619695
2020-10-03,0.18066406
2020-10-08,
2020-10-13,
2020-10-18,
2020-10-23,
2020-10-28,
2020-11-02,
2020-11-07,
2020-11-12,
2020-11-17,
2020-11-22,
2020-11-27,
2020-12-02,
2020-12-07,
2020-12-12,0.44267237
2020-12-17,
2020-12-22,
2020-12-27,0.5169049
2021-01-01,
2021-01-06,0.39349803
2021-01-11,0.47857022
2021-01-16,0.14664537
2021-01-21,
2021-01-26,
2021-01-31,
2021-02-05,
2021-02-10,0.4520828
2021-02-15,0.43644893
2021-02-20,
2021-02-25,
2021-03-02,
2021-03-07,0.40087658
2021-03-12,0.4107407
2021-03-17,0.42211187
2021-03-22,0.42618573
2021-03-27,
2021-04-01,0.40425467
2021-04-06,0.46769622
2021-04-11,
2021-04-16,0.54320854
2021-04-21,
2021-04-26,
2021-05-01,
2021-05-06,0.45449796
2021-05-11,
2021-05-16,
2021-05-21,0.32803035
2021-05-26,0.27894923
2021-05-31,0.23908764
2021-06-05,0.22403917
2021-06-10,
2021-06-15,
2021-06-20,
2021-06-25,
2021-06-30,0.16001104
2021-07-05,0.14730021
2021-07-10,0.15068625
2021-07-15,
2021-07-20,0.15306361
2021-07-25,0.1285228
2021-07-30,0.12928908
2021-08-04,0.120405294
2021-08-09,0.115312345
2021-08-14,0.12354651
2021-08-19,0.115955986
2021-08-24,0.11042192
2021-08-29,0.114678904
2021-09-03,0.12040512
2021-09-08,
2021-09-13,
2021-09-18,0.13726869
2021-09-23,
2021-09-28,
2021-10-03,0.22767247
2021-10-08,0.2671591
2021-10-13,0.2721172
2021-10-18,
2021-10-23,0.24731363
2021-10-28,0.2196181
2021-11-02,
2021-11-07,0.30032906
2021-11-12,0.31733263
2021-11-17,0.31719628
2021-11-22,0.32420897
2021-11-27,
2021-12-02,
2021-12-07,
2021-12-12,
2021-12-17,
2021-12-22,
2021-12-27,
2022-01-01,0.37939042
2022-01-06,
2022-01-11,0.4433028
2022-01-16,0.39743662
2022-01-21,0.41560104
2022-01-26,0.40120524
2022-01-31,0.35365117
2022-02-05,0.3622035
2022-02-10,0.31691504
2022-02-15,0.38518485
2022-02-20,0.3835474
2022-02-25,
2022-03-02,0.3692151
2022-03-07,
2022-03-12,
2022-03-17,
2022-03-22,
2022-03-27,
2022-04-01,
2022-04-06,0.44581664
2022-04-11,
2022-04-16,0.46880093
2022-04-21,0.49152008
2022-04-26,0.47013718
2022-05-01,0.4757135
2022-05-06,0.466937
2022-05-11,0.39023128
2022-05-16,0.35170665
2022-05-21,
2022-05-26,0.27799964
2022-05-31,0.22641926
2022-06-05,0.2165134
2022-06-10,0.19157892
2022-06-15,
2022-06-20,
2022-06-25,0.14361009
2022-06-30,0.14024383
2022-07-05,0.12220506
2022-07-10,0.12857342
2022-07-15,0.11562237
2022-07-20,0.13384397
2022-07-25,0.124056615
2022-07-30,0.12011415
2022-08-04,0.11961131
2022-08-09,0.107078984
2022-08-14,0.12695743
2022-08-19,0.11862064
2022-08-24,0.118704654
2022-08-29,
2022-09-03,0.12135667
2022-09-08,
2022-09-13,
2022-09-18,
2022-09-23,0.099781506
2022-09-28,
2022-10-03,
2022-10-08,0.1007611
2022-10-13,0.10581456
2022-10-18,
2022-10-23,
2022-10-28,
2022-11-02,0.16348417
2022-11-07,
2022-11-12,
2022-11-17,
2022-11-22,
2022-11-27,
2022-12-07,
2022-12-12,
2022-12-17,
2022-12-22,
2022-12-27,0.4772682
2023-01-01,
2023-01-06,0.08863944
2023-01-11,
2023-01-16,
2023-01-21,0.52477753
2023-01-26,
2023-01-31,0.5005288
2023-02-05,0.4744477
2023-02-10,0.44960967
2023-02-15,0.40762296
2023-02-20,
2023-02-25,
2023-03-02,0.45594552
2023-03-07,
2023-03-12,
2023-03-17,
2023-03-22,0.49903816
2023-03-27,0.5263568
2023-04-01,0.48873657
2023-04-06,0.48922876
2023-04-11,0.41378513
2023-04-21,
2023-04-26,0.3067225
2023-05-01,
2023-05-06,0.2149329
2023-05-11,0.21918811
2023-05-16,
2023-05-21,
2023-05-26,
2023-05-31,
2023-06-05,0.14073892
2023-06-10,
2023-06-15,0.21182185
2023-06-20,
2023-06-25,0.25159726
2023-06-30,0.25230724
2023-07-05,0.25333434
2023-07-10,0.22177513
2023-07-15,0.20650403
2023-07-20,0.1968681
2023-07-25,0.1673586
2023-07-30,0.15965255
2023-08-04,0.1759877
2023-08-09,
2023-08-14,0.16089848
2023-08-19,0.15018632
2023-08-24,0.13486356
2023-08-29,0.13663252
2023-09-03,
2023-09-08,
2023-09-13,0.14605728
2023-09-18,
2023-09-23,0.15555723
2023-09-28,0.16107877
2023-10-03,0.14662047
2023-10-08,0.16571864
2023-10-13,
2023-10-18,
2023-10-23,
2023-10-28,
2023-11-02,
2023-11-07,
2023-11-12,
2023-11-17,
2023-11-22,0.4303126
2023-11-27,
2023-12-02,0.50221014
2023-12-07,
2023-12-12,
2023-12-17,0.5588993
2023-12-22,0.57274973
2023-12-27,
2024-01-01,
2024-01-06,0.5729751
2024-01-11,
2024-01-16,
2024-01-21,
2024-01-26,
2024-01-31,
2024-02-05,
2024-02-10,
2024-02-15,
2024-02-20,0.55609995
2024-02-25,
2024-03-01,0.4920398
2024-03-06,0.370193
2024-03-11,0.49536425
2024-03-16,
2024-03-21,0.46758702
2024-03-26,
2024-03-31,
2024-04-05,
2024-04-10,0.4332615
2024-04-15,0.44183183
2024-04-20,
2024-04-25,
2024-04-30,
2024-05-05,
2024-05-10,0.35194525
2024-05-15,0.37948284
2024-05-20,0.3828282
2024-05-25,0.370905
2024-05-30,0.29611477
2024-06-04,0.26018357
2024-06-09,
2024-06-14,0.2021282
2024-06-19,
2024-06-24,0.19613692
2024-06-29,
2024-07-04,0.21023263
2024-07-09,0.2116521
2024-07-14,0.20752786
2024-07-19,0.1855202
2024-07-24,0.16604966
2024-07-29,
2024-08-03,0.13753292
2024-08-08,0.14862674
2024-08-13,
2024-08-18,0.13175385
2024-08-23,0.11971831
2024-08-28,0.13163322
2024-09-02,
2024-09-07,0.13108338
2024-09-12,0.12798922
2024-09-17,0.124473006
2024-09-22,0.14454348
2024-09-27,0.12342965
2024-10-02,
2024-10-07,
2024-10-12,
2024-10-17,0.22036247
2024-10-22,0.24096881
2024-10-27,
2024-11-01,
2024-11-06,0.34219953
2024-11-11,0.36398098
2024-11-16,
2024-11-26,
2024-12-01,
2024-12-06,0.44976434
2024-12-11,0.36464107
2024-12-16,0.4640842
2024-12-21,0.46636888
2024-12-26,0.4671221
