Date,settings 1
2017-01-01,0.23153394
2017-01-02,0.22321133
2017-01-03,0.21584748
2017-01-04,0.20947462
2017-01-05,0.20412472
2017-01-06,0.19982976
2017-01-07,0.19662164
2017-01-08,0.19453236
2017-01-09,0.19359384
2017-01-10,0.19383806
2017-01-11,0.19529694
2017-01-12,0.19800246
2017-01-13,0.20198655
2017-01-14,0.20728119
2017-01-15,0.21391831
2017-01-16,0.22192986
2017-01-17,0.23134781
2017-01-18,0.2422041
2017-01-19,0.25453067
2017-01-20,0.2683595
2017-01-21,0.2837232
2017-01-22,0.30065897
2017-01-23,0.31921896
2017-01-24,0.33949363
2017-01-25,0.36160958
2017-01-26,0.3857006
2017-01-27,0.41189995
2017-01-28,0.4403342
2017-01-29,0.4711086
2017-01-30,0.50430596
2017-01-31,0.5399842
2017-02-01,0.57819223
2017-02-02,0.6189776
2017-02-03,0.6623881
2017-02-04,0.7084696
2017-02-05,0.7572591
2017-02-06,0.80878365
2017-02-07,0.86306643
2017-02-08,0.92012185
2017-02-09,0.9799622
2017-02-10,1.0425998
2017-02-11,1.1080469
2017-02-12,1.1763158
2017-02-13,1.2474188
2017-02-14,1.3213682
2017-02-15,1.3981762
2017-02-16,1.4778551
2017-02-17,1.5604241
2017-02-18,1.6459271
2017-02-19,1.7344006
2017-02-20,1.8258641
2017-02-21,1.9203222
2017-02-22,2.017762
2017-02-23,2.1181448
2017-02-24,2.2214022
2017-02-25,2.3274374
2017-02-26,2.436137
2017-02-27,2.5473871
2017-02-28,2.661086
2017-03-01,2.7772062
2017-03-02,2.8956723
2017-03-03,3.016328
2017-03-04,3.139042
2017-03-05,3.2639134
2017-03-06,3.391203
2017-03-07,3.5211592
2017-03-08,3.6539607
2017-03-09,3.7897584
2017-03-10,3.9286923
2017-03-11,4.0708613
2017-03-12,4.2163115
2017-03-13,4.365052
2017-03-14,4.517052
2017-03-15,4.67225
2017-03-16,4.8305507
2017-03-17,4.99178
2017-03-18,5.155581
2017-03-19,5.321418
2017-03-20,5.4886613
2017-03-21,5.656617
2017-03-22,5.8245225
2017-03-23,5.991528
2017-03-24,6.1567574
2017-03-25,6.3195014
2017-03-26,6.479033
2017-03-27,6.6345353
2017-03-28,6.785147
2017-03-29,6.929963
2017-03-30,7.0680785
2017-03-31,7.1986585
2017-04-01,7.3209333
2017-04-02,7.4344625
2017-04-03,7.53926
2017-04-04,7.6357713
2017-04-05,7.7247686
2017-04-06,7.8072076
2017-04-07,7.8841953
2017-04-08,7.956804
2017-04-09,8.026009
2017-04-10,8.092702
2017-04-11,8.157831
2017-04-12,8.222792
2017-04-13,8.288926
2017-04-14,8.357443
2017-04-15,8.429461
2017-04-16,8.50591
2017-04-17,8.587635
2017-04-18,8.675384
2017-04-19,8.76967
2017-04-20,8.870854
2017-04-21,8.979198
