id,yfit_1_fit2_smooth1000.0_season1_seapar0.5
2017_s1_SOSD,17142.959
2017_s1_SOSV,6.2829056
2017_s1_LSLOPE,0.22390428
2017_s1_EOSD,17308.049
2017_s1_EOSV,7.2831044
2017_s1_RSLOPE,0.10316653
2017_s1_LENGTH,165.08925
2017_s1_MINV,0.763276
2017_s1_MAXD,17214.0
2017_s1_MAXV,14.106699
2017_s1_AMPL,13.343424
2017_s1_TPROD,1942.3938
2017_s1_SPROD,1814.1635
2017_s2_SOSD,
2017_s2_SOSV,
2017_s2_LSLOPE,
2017_s2_EOSD,
2017_s2_EOSV,
2017_s2_RSLOPE,
2017_s2_LENGTH,
2017_s2_MINV,
2017_s2_MAXD,
2017_s2_MAXV,
2017_s2_AMPL,
2017_s2_TPROD,
2017_s2_SPROD,
