Date,settings 1
2017-01-01,0.18060115
2017-01-02,0.17454353
2017-01-03,0.16858506
2017-01-04,0.16275848
2017-01-05,0.15709636
2017-01-06,0.15163115
2017-01-07,0.14639534
2017-01-08,0.14142145
2017-01-09,0.13674195
2017-01-10,0.1323893
2017-01-11,0.1283958
2017-01-12,0.12479355
2017-01-13,0.1216146
2017-01-14,0.11889083
2017-01-15,0.11665391
2017-01-16,0.11493536
2017-01-17,0.11376666
2017-01-18,0.11317928
2017-01-19,0.11320471
2017-01-20,0.11387441
2017-01-21,0.115219876
2017-01-22,0.11727258
2017-01-23,0.12006367
2017-01-24,0.12362303
2017-01-25,0.12798022
2017-01-26,0.13316478
2017-01-27,0.13920589
2017-01-28,0.1461281
2017-01-29,0.153943
2017-01-30,0.16265857
2017-01-31,0.17228058
2017-02-01,0.18281208
2017-02-02,0.19425347
2017-02-03,0.20660277
2017-02-04,0.21985714
2017-02-05,0.23401293
2017-02-06,0.24906392
2017-02-07,0.26500243
2017-02-08,0.2818182
2017-02-09,0.2995003
2017-02-10,0.3180374
2017-02-11,0.33741763
2017-02-12,0.3576287
2017-02-13,0.37865818
2017-02-14,0.40049285
2017-02-15,0.4231106
2017-02-16,0.44646472
2017-02-17,0.47049868
2017-02-18,0.49515173
2017-02-19,0.5203609
2017-02-20,0.5460593
2017-02-21,0.5721783
2017-02-22,0.5986484
2017-02-23,0.62540007
2017-02-24,0.65236354
2017-02-25,0.6794692
2017-02-26,0.70664746
2017-02-27,0.7338284
2017-02-28,0.76094115
2017-03-01,0.7879137
2017-03-02,0.8146727
2017-03-03,0.8411415
2017-03-04,0.8672393
2017-03-05,0.89288324
2017-03-06,0.91799045
2017-03-07,0.94247794
2017-03-08,0.96626294
2017-03-09,0.98926204
2017-03-10,1.0113906
2017-03-11,1.0325623
2017-03-12,1.0526886
2017-03-13,1.0716752
2017-03-14,1.0894157
2017-03-15,1.1058066
2017-03-16,1.1207498
2017-03-17,1.1341877
2017-03-18,1.1461254
2017-03-19,1.1566119
2017-03-20,1.1657574
2017-03-21,1.173689
2017-03-22,1.1805236
2017-03-23,1.1863743
