Date,settings 1
2017-01-01,0.6125826
2017-01-02,0.6156843
2017-01-03,0.6187457
2017-01-04,0.6217653
2017-01-05,0.62474173
2017-01-06,0.62767327
2017-01-07,0.63055843
2017-01-08,0.6333957
2017-01-09,0.6361834
2017-01-10,0.63892007
2017-01-11,0.6416042
2017-01-12,0.6442341
2017-01-13,0.6468084
2017-01-14,0.6493254
2017-01-15,0.6517836
2017-01-16,0.6541814
2017-01-17,0.6565174
2017-01-18,0.6587899
2017-01-19,0.6609974
2017-01-20,0.66313833
2017-01-21,0.66521114
2017-01-22,0.66721433
2017-01-23,0.6691463
2017-01-24,0.6710055
2017-01-25,0.6727904
2017-01-26,0.67449945
2017-01-27,0.67613107
2017-01-28,0.6776837
2017-01-29,0.6791559
2017-01-30,0.6805459
2017-01-31,0.6818524
2017-02-01,0.6830737
2017-02-02,0.6842083
2017-02-03,0.6852546
2017-02-04,0.68621105
2017-02-05,0.6870762
2017-02-06,0.6878484
2017-02-07,0.6885261
2017-02-08,0.6891078
2017-02-09,0.6895919
2017-02-10,0.6899769
2017-02-11,0.6902612
2017-02-12,0.6904432
2017-02-13,0.69052154
2017-02-14,0.6904945
2017-02-15,0.6903604
2017-02-16,0.6901244
2017-02-17,0.68982774
2017-02-18,0.68954796
2017-02-19,0.6893692
2017-02-20,0.68937176
2017-02-21,0.68963325
2017-02-22,0.69022983
2017-02-23,0.69123524
2017-02-24,0.6927219
2017-02-25,0.6947612
2017-02-26,0.6974236
2017-02-27,0.70077866
2017-02-28,0.70489496
2017-03-01,0.709841
2017-03-02,0.71568525
2017-03-03,0.7224961
2017-03-04,0.7303419
2017-03-05,0.73929125
2017-03-06,0.7494125
2017-03-07,0.7607741
2017-03-08,0.7734444
2017-03-09,0.78749204
2017-03-10,0.80298525
2017-03-11,0.8199926
2017-03-12,0.8385825
2017-03-13,0.85882336
2017-03-14,0.8807837
2017-03-15,0.9045318
2017-03-16,0.9301362
2017-03-17,0.9576653
2017-03-18,0.9871877
2017-03-19,1.0187715
2017-03-20,1.0524855
2017-03-21,1.0883976
2017-03-22,1.1265746
2017-03-23,1.167082
2017-03-24,1.2099835
2017-03-25,1.2553412
2017-03-26,1.3032153
2017-03-27,1.3536631
2017-03-28,1.4067334
2017-03-29,1.4624727
2017-03-30,1.5209746
2017-03-31,1.582388
2017-04-01,1.6469196
2017-04-02,1.7147878
2017-04-03,1.7862086
2017-04-04,1.861396
2017-04-05,1.940561
2017-04-06,2.0239117
2017-04-07,2.1116397
2017-04-08,2.2039053
2017-04-09,2.3008633
2017-04-10,2.4026966
2017-04-11,2.5096033
2017-04-12,2.6217835
2017-04-13,2.7393603
2017-04-14,2.862421
2017-04-15,2.9910467
2017-04-16,3.125315
2017-04-17,3.2652981
2017-04-18,3.41103
2017-04-19,3.5624428
2017-04-20,3.719436
2017-04-21,3.881885
2017-04-22,4.0496564
2017-04-23,4.2226114
2017-04-24,4.4006047
2017-04-25,4.583485
2017-04-26,4.7710953
2017-04-27,4.963271
2017-04-28,5.159844
2017-04-29,5.360637
2017-04-30,5.5654693
2017-05-01,5.7741528
2017-05-02,5.986492
2017-05-03,6.2022877
2017-05-04,6.4213295
2017-05-05,6.6434007
2017-05-06,6.8682747
2017-05-07,7.095709
2017-05-08,7.325413
2017-05-09,7.5570188
2017-05-10,7.7901344
2017-05-11,8.024369
2017-05-12,8.259331
2017-05-13,8.494628
2017-05-14,8.729867
2017-05-15,8.964658
2017-05-16,9.198607
2017-05-17,9.431324
2017-05-18,9.662416
2017-05-19,9.891492
2017-05-20,10.118158
2017-05-21,10.342022
2017-05-22,10.562696
2017-05-23,10.779748
2017-05-24,10.992713
2017-05-25,11.201101
2017-05-26,11.404414
2017-05-27,11.602204
2017-05-28,11.794242
2017-05-29,11.98035
2017-05-30,12.16035
2017-05-31,12.334066
2017-06-01,12.501321
2017-06-02,12.661932
2017-06-03,12.815719
2017-06-04,12.962497
2017-06-05,13.102084
2017-06-06,13.234289
2017-06-07,13.358915
2017-06-08,13.475763
2017-06-09,13.584627
2017-06-10,13.685296
2017-06-11,13.777556
2017-06-12,13.861217
2017-06-13,13.936193
2017-06-14,14.002516
2017-06-15,14.060259
2017-06-16,14.109634
2017-06-17,14.150885
2017-06-18,14.184256
2017-06-19,14.209989
2017-06-20,14.228326
2017-06-21,14.239507
2017-06-22,14.243773
2017-06-23,14.241368
2017-06-24,14.232531
2017-06-25,14.217503
2017-06-26,14.196526
2017-06-27,14.169842
2017-06-28,14.137691
2017-06-29,14.100314
2017-06-30,14.057953
2017-07-01,14.01085
2017-07-02,13.959243
2017-07-03,13.9033575
2017-07-04,13.843391
2017-07-05,13.779583
2017-07-06,13.712311
2017-07-07,13.641966
2017-07-08,13.568928
2017-07-09,13.4935665
2017-07-10,13.416209
2017-07-11,13.337165
2017-07-12,13.2567425
2017-07-13,13.175252
2017-07-14,13.093001
2017-07-15,13.0103
2017-07-16,12.927453
2017-07-17,12.844753
2017-07-18,12.762474
2017-07-19,12.680874
2017-07-20,12.600146
2017-07-21,12.520341
2017-07-22,12.441476
2017-07-23,12.363568
2017-07-24,12.286635
2017-07-25,12.210683
2017-07-26,12.135707
2017-07-27,12.061699
2017-07-28,11.988649
2017-07-29,11.916544
2017-07-30,11.8453665
2017-07-31,11.775093
2017-08-01,11.705675
2017-08-02,11.637056
2017-08-03,11.569182
2017-08-04,11.501997
2017-08-05,11.435443
2017-08-06,11.369458
2017-08-07,11.303972
2017-08-08,11.238883
2017-08-09,11.17406
2017-08-10,11.109353
2017-08-11,11.044547
2017-08-12,10.979409
2017-08-13,10.913701
2017-08-14,10.847194
2017-08-15,10.779755
2017-08-16,10.711463
2017-08-17,10.642432
2017-08-18,10.572765
2017-08-19,10.502553
2017-08-20,10.431873
2017-08-21,10.360802
2017-08-22,10.289414
2017-08-23,10.217787
2017-08-24,10.145995
2017-08-25,10.074114
2017-08-26,10.002219
2017-08-27,9.930386
2017-08-28,9.858673
2017-08-29,9.787135
2017-08-30,9.7157955
2017-08-31,9.644636
2017-09-01,9.573544
2017-09-02,9.502369
2017-09-03,9.430924
2017-09-04,9.358954
2017-09-05,9.286188
2017-09-06,9.212412
2017-09-07,9.137426
2017-09-08,9.061027
2017-09-09,8.983002
2017-09-10,8.903129
2017-09-11,8.821187
2017-09-12,8.73698
2017-09-13,8.650315
2017-09-14,8.560975
2017-09-15,8.46873
2017-09-16,8.373357
2017-09-17,8.274698
2017-09-18,8.172737
2017-09-19,8.067484
2017-09-20,7.958938
2017-09-21,7.84711
2017-09-22,7.7319994
2017-09-23,7.6136055
2017-09-24,7.4919276
2017-09-25,7.3669643
2017-09-26,7.2387137
2017-09-27,7.107172
2017-09-28,6.9723186
2017-09-29,6.834119
2017-09-30,6.692565
2017-10-01,6.5477595
2017-10-02,6.3998165
2017-10-03,6.2489657
2017-10-04,6.095494
2017-10-05,5.9397883
2017-10-06,5.7822533
2017-10-07,5.6232843
2017-10-08,5.463273
2017-10-09,5.302605
2017-10-10,5.1416597
2017-10-11,4.9808006
2017-10-12,4.820383
2017-10-13,4.6607556
2017-10-14,4.5022492
2017-10-15,4.3451686
2017-10-16,4.189766
2017-10-17,4.03628
2017-10-18,3.8849514
2017-10-19,3.7360172
2017-10-20,3.589696
2017-10-21,3.4461532
2017-10-22,3.305539
2017-10-23,3.1680005
2017-10-24,3.03368
