t,NDVI,EVI2
2017-01-10,,
2017-01-30,,
2017-02-09,,
2017-02-19,0.759044,0.27459505
2017-03-01,,
2017-03-11,0.70326674,0.26657277
2017-03-21,,
2017-03-26,,
2017-03-31,,
2017-04-05,0.77533925,0.30008635
2017-04-10,0.736655,0.28719828
2017-04-15,,
2017-04-20,0.72861755,0.30271843
2017-04-25,,
2017-04-30,,
2017-05-05,,
2017-05-10,,
2017-05-15,0.7115294,0.21110944
2017-05-20,0.7509283,0.35388124
2017-05-25,0.725951,0.34745365
2017-05-30,0.7081312,0.3566562
2017-06-04,,
2017-06-09,0.64500767,0.31321606
2017-06-14,0.7241221,0.35441148
2017-06-19,0.6955627,0.340989
2017-06-24,0.6878201,0.33703208
2017-06-29,0.7245806,0.35593736
2017-07-04,0.7241161,0.36094773
2017-07-09,,
2017-07-14,0.727508,0.3635309
2017-07-19,0.69683206,0.36473063
2017-07-24,0.73058534,0.35356426
2017-07-29,0.72753054,0.3419443
2017-08-03,,
2017-08-08,0.6268777,0.32044104
2017-08-13,0.73358935,0.34597725
2017-08-18,0.74388635,0.3433172
2017-08-23,,
2017-08-28,0.7096118,0.31748438
2017-09-02,0.73779595,0.32683694
2017-09-07,0.78212404,0.3606815
2017-09-12,0.6979015,0.35593325
2017-09-17,0.76180804,0.33589223
2017-09-22,,
2017-09-27,0.781883,0.33104035
2017-10-02,,
2017-10-07,0.77736896,0.32518777
2017-10-12,0.7816534,0.32814473
2017-10-17,0.7782129,0.31708393
2017-10-22,0.7754599,0.31853664
2017-10-27,0.78008753,0.31043905
2017-11-01,0.7722909,0.32892552
2017-11-06,,
2017-11-11,,
2017-11-16,0.79504937,0.31235978
2017-11-21,0.8157854,0.32671085
2017-11-26,0.8081375,0.32345515
2017-12-01,,
2017-12-06,,
2017-12-11,,
2017-12-16,0.80312496,0.31507683
2017-12-21,0.7975682,0.3113805
2017-12-26,,
2017-12-31,,
2018-01-05,0.7942376,0.29856166
2018-01-10,,
2018-01-15,,
2018-01-20,0.749636,0.29430303
2018-01-25,,
2018-01-30,,
2018-02-04,0.80652946,0.3060099
2018-02-09,0.80790055,0.31016827
2018-02-14,0.75356746,0.3009042
2018-02-19,,
2018-02-24,,
2018-03-01,,
2018-03-06,,
2018-03-11,,
2018-03-16,,
2018-03-21,,
2018-03-26,0.74498326,0.3204369
2018-03-31,,
2018-04-05,,
2018-04-10,,
2018-04-15,0.6845551,0.31027585
2018-04-20,0.744095,0.3239496
2018-04-25,0.7876739,0.34472272
2018-04-30,0.74969864,0.33620757
2018-05-05,,
2018-05-10,,
2018-05-15,,
2018-05-20,0.6361391,0.33311468
2018-05-25,0.7085512,0.32302514
2018-05-30,,
2018-06-04,,
2018-06-09,0.7355099,0.32479984
2018-06-14,,
2018-06-19,0.721538,0.32574007
2018-06-24,,
2018-06-29,0.7089659,0.34619892
2018-07-04,0.72198725,0.33419114
2018-07-09,0.7131671,0.32912418
2018-07-14,0.68468887,0.31937563
2018-07-19,0.7388128,0.3336798
2018-07-24,0.7340313,0.334127
2018-07-29,0.7410911,0.33485574
2018-08-03,,
2018-08-08,,
2018-08-13,0.6751667,0.35006616
2018-08-18,,
2018-08-23,0.745349,0.32301548
2018-08-28,0.7639957,0.3307234
2018-09-02,0.7771695,0.3333491
2018-09-07,0.782273,0.3303007
2018-09-12,,
2018-09-17,,
2018-09-22,,
2018-09-27,0.7763497,0.33480662
2018-10-02,0.7762618,0.3294933
2018-10-07,,
2018-10-12,,
2018-10-17,,
2018-10-22,,
2018-10-27,,
2018-11-01,,
2018-11-06,,
2018-11-11,,
2018-11-16,,
2018-11-21,,
2018-11-26,,
2018-12-01,,
2018-12-06,0.82354635,0.2989723
2018-12-11,0.8287268,0.30255303
2018-12-16,,
2018-12-21,,
2018-12-26,,
2018-12-31,0.7763564,0.30509833
2019-01-05,0.8113343,0.31156847
2019-01-10,0.821263,0.31341323
2019-01-15,0.8218917,0.3157693
2019-01-20,,
2019-01-25,0.8272608,0.3183236
2019-01-30,0.8294693,0.3169957
2019-02-04,0.8195562,0.30896875
2019-02-09,,
2019-02-14,0.8194359,0.31369543
2019-02-19,,
2019-02-24,0.79458505,0.3086264
2019-03-01,0.79646516,0.30860132
2019-03-06,,
2019-03-11,0.7939909,0.31986433
2019-03-16,0.7971945,0.33284435
2019-03-21,0.7867663,0.32670525
2019-03-26,,
2019-03-31,0.7671346,0.32529196
2019-04-05,0.7668183,0.32406625
2019-04-10,,
2019-04-15,0.7130133,0.31189817
2019-04-20,,
2019-04-25,,
2019-04-30,0.7576067,0.3283063
2019-05-05,0.72845364,0.33334163
2019-05-10,,
2019-05-15,,
2019-05-20,,
2019-05-25,,
2019-05-30,,
2019-06-04,0.696243,0.3311093
2019-06-09,,
2019-06-14,0.35416225,0.22962137
2019-06-19,0.6831529,0.3285375
2019-06-24,0.5874483,0.2994463
2019-06-29,0.620772,0.30086568
2019-07-04,0.6849033,0.32142058
2019-07-09,,
2019-07-14,0.66618776,0.31519842
2019-07-19,0.6979839,0.31856346
2019-07-24,0.61051816,0.28902736
2019-07-29,0.68811077,0.31644896
2019-08-03,0.7056691,0.32669908
2019-08-08,0.6807089,0.31195942
2019-08-13,,
2019-08-18,0.6716474,0.2997111
2019-08-23,0.7165085,0.30729678
2019-08-28,,
2019-09-02,0.73229754,0.30688912
2019-09-07,0.7046431,0.29871675
2019-09-12,0.72546256,0.30187577
2019-09-17,0.7315261,0.30642867
2019-09-22,,
2019-09-27,0.749211,0.29770333
2019-10-02,0.77250046,0.3057927
2019-10-07,0.76172274,0.29425317
2019-10-12,,
2019-10-17,,
2019-10-22,,
2019-10-27,0.767344,0.28405747
2019-11-01,,
2019-11-06,0.77824473,0.2832347
2019-11-11,,
2019-11-16,0.6623296,0.28993335
2019-11-21,,
2019-11-26,0.7503502,0.27891093
2019-12-01,,
2019-12-06,0.7321024,0.26869848
2019-12-11,,
2019-12-16,,
2019-12-21,0.8055405,0.30879462
2019-12-26,0.77491915,0.2870004
2019-12-31,0.79634124,0.282904
2020-01-05,0.79341155,0.284913
2020-01-10,,
2020-01-15,,
2020-01-20,,
2020-01-25,,
2020-01-30,,
2020-02-04,0.78554606,0.28094828
2020-02-09,0.7294768,0.2815692
2020-02-14,0.78478825,0.2794532
2020-02-19,0.78077227,0.27906716
2020-02-24,0.79538697,0.28734618
2020-02-29,,
2020-03-05,,
2020-03-10,,
2020-03-15,0.7473158,0.28477505
2020-03-20,0.66763157,0.28107888
2020-03-25,,
2020-03-30,,
2020-04-04,0.74523306,0.29751363
2020-04-09,0.7555138,0.30659533
2020-04-14,0.7538656,0.30095175
2020-04-19,,
