t,NDVI,EVI2
2017-01-02,,
2017-01-12,0.7162469,0.35245332
2017-02-01,,
2017-02-11,,
2017-02-21,0.63463527,0.3379525
2017-03-03,,
2017-03-13,0.5884204,0.33561558
2017-03-18,0.69607466,0.38746554
2017-03-23,,
2017-04-02,0.65292585,0.37853798
2017-04-07,0.6340408,0.3783486
2017-04-12,0.5848398,0.34783676
2017-04-17,0.55740845,0.337155
2017-04-22,,
2017-04-27,0.49600908,0.31141376
2017-05-02,0.5121052,0.30433795
2017-05-07,0.51673996,0.29704383
2017-05-12,,
2017-05-17,,
2017-05-22,,
2017-05-27,0.4267363,0.29247552
2017-06-01,0.401501,0.23718846
2017-06-06,0.39148524,0.23833312
2017-06-11,0.35472035,0.23098424
2017-06-16,0.34165826,0.2134412
2017-06-21,0.3507784,0.21057959
2017-06-26,0.36534518,0.21521781
2017-07-01,0.34761086,0.20876196
2017-07-06,,
2017-07-11,0.35197037,0.20225766
2017-07-16,0.34184965,0.20023195
2017-07-21,0.33595508,0.19816695
2017-07-26,0.319795,0.188754
2017-07-31,0.3264644,0.1966175
2017-08-05,0.31335258,0.18649577
2017-08-10,0.3218946,0.19703203
2017-08-15,,
2017-08-20,0.29651475,0.17636585
2017-08-25,,
2017-08-30,0.35041288,0.1968274
2017-09-04,0.35084626,0.19772817
2017-09-09,0.35284996,0.20197731
2017-09-14,0.3596978,0.16224557
2017-09-19,0.3554505,0.20625335
2017-09-24,0.3415427,0.19743356
2017-09-29,,
2017-10-04,,
2017-10-09,0.3666398,0.21135443
2017-10-14,0.33202803,0.20554522
2017-10-19,,
2017-10-24,0.39389917,0.20416005
2017-10-29,0.39650586,0.2059832
2017-11-03,,
2017-11-08,0.4556045,0.22368535
2017-11-13,0.49167123,0.23712566
2017-11-18,0.5033656,0.24233338
2017-11-23,,
2017-11-28,,
2017-12-08,0.4030057,0.21342424
2017-12-13,0.60030806,0.2586566
2017-12-18,0.6168318,0.2927002
2017-12-23,0.611417,0.28819633
2017-12-28,,
