t,NDVI,EVI2
2017-01-03,,
2017-01-13,,
2017-02-02,,
2017-02-12,,
2017-02-22,,
2017-03-04,,
2017-03-14,0.7449309,0.5430256
2017-03-19,,
2017-03-24,,
2017-03-29,,
2017-04-03,0.807913,0.47701746
2017-04-08,0.84391934,0.6449092
2017-04-13,,
2017-04-18,0.92143536,0.26781908
2017-04-23,,
2017-04-28,,
2017-05-03,,
2017-05-08,,
2017-05-13,,
2017-05-18,,
2017-05-23,,
2017-05-28,,
2017-06-02,,
2017-06-07,0.79614294,0.7409499
2017-06-12,,
2017-06-17,,
2017-06-22,,
2017-06-27,,
2017-07-02,,
2017-07-07,0.78856426,0.58841944
2017-07-12,,
2017-07-17,,
2017-07-22,,
2017-07-27,,
2017-08-01,,
2017-08-06,0.8263243,0.6964396
2017-08-11,,
2017-08-16,,
2017-08-21,,
2017-08-26,,
2017-08-31,,
2017-09-05,0.82096845,0.73941916
2017-09-10,0.8524091,0.8156655
2017-09-15,0.5555367,0.2191245
2017-09-20,,
2017-09-25,0.7669387,0.6355999
2017-09-30,,
2017-10-05,,
2017-10-10,,
2017-10-15,0.8830518,0.7209242
2017-10-20,,
2017-10-25,,
2017-10-30,,
2017-11-04,,
2017-11-09,,
2017-11-14,,
2017-11-19,,
2017-11-24,,
2017-11-29,,
2017-12-09,,
2017-12-14,,
2017-12-19,,
2017-12-24,,
2017-12-29,,
2018-01-03,,
2018-01-08,,
2018-01-13,,
2018-01-18,,
2018-01-23,,
2018-01-28,,
2018-02-02,,
2018-02-07,,
2018-02-12,,
2018-02-17,,
2018-02-22,,
2018-02-27,,
2018-03-04,,
2018-03-09,,
2018-03-14,,
2018-03-19,,
2018-03-24,0.587267,0.41194907
2018-03-29,,
2018-04-03,,
2018-04-08,,
2018-04-13,,
2018-04-18,0.8572376,0.6667038
2018-04-23,,
2018-04-28,0.8861681,0.85802144
2018-05-03,,
2018-05-08,0.8310089,0.70568657
2018-05-13,,
2018-05-18,,
2018-05-23,,
2018-05-28,0.8167353,0.6320166
2018-06-02,,
2018-06-07,,
2018-06-12,,
2018-06-17,,
2018-06-22,,
2018-06-27,0.71622956,0.5380239
2018-07-02,0.7499829,0.5884388
2018-07-07,0.7915502,0.6095284
2018-07-12,,
2018-07-17,,
2018-07-22,0.8638761,0.7426902
2018-07-27,0.7037132,0.49425322
2018-08-01,,
2018-08-06,0.6591909,0.42925927
2018-08-11,0.6329993,0.37345713
2018-08-16,,
2018-08-21,,
2018-08-26,0.78553486,0.5417935
2018-08-31,0.6047643,0.45077303
2018-09-05,0.70959413,0.5225906
2018-09-10,,
2018-09-20,,
2018-09-25,,
2018-09-30,0.82334673,0.59544075
2018-10-05,,
2018-10-10,0.7491592,0.5172009
2018-10-15,0.7706059,0.5429854
2018-10-20,0.79242617,0.5614384
2018-10-25,,
2018-10-30,,
2018-11-04,,
2018-11-09,,
2018-11-14,0.76941746,0.5614062
2018-11-19,,
2018-11-24,,
2018-11-29,,
2018-12-04,,
2018-12-09,,
2018-12-14,,
2018-12-19,,
2018-12-24,,
2018-12-29,,
2019-01-03,,
2019-01-08,,
2019-01-13,,
2019-01-18,,
2019-01-23,,
2019-01-28,,
2019-02-02,,
2019-02-07,,
2019-02-12,,
2019-02-17,,
2019-02-22,0.015798902,0.015863555
2019-02-27,0.6476012,0.47918645
2019-03-04,,
2019-03-09,,
2019-03-14,,
2019-03-19,0.7813342,0.58346325
2019-03-24,,
2019-03-29,0.7834054,0.5438882
2019-04-03,,
2019-04-08,,
2019-04-13,0.5012883,0.27371633
2019-04-18,0.86794966,0.69411826
2019-04-23,,
2019-04-28,,
2019-05-03,,
2019-05-08,,
2019-05-13,0.851183,0.7560346
2019-05-18,,
2019-05-23,,
2019-05-28,,
2019-06-02,0.8824998,0.71082413
2019-06-07,0.90132105,0.75635815
2019-06-12,,
2019-06-17,,
2019-06-22,,
2019-06-27,0.8109147,0.63514173
2019-07-02,,
2019-07-07,,
2019-07-12,0.7591738,0.6017525
2019-07-17,0.7876189,0.6163041
2019-07-22,,
2019-07-27,,
2019-08-01,,
2019-08-06,,
2019-08-11,,
2019-08-16,,
2019-08-21,,
2019-08-26,0.8434213,0.64081234
2019-08-31,,
2019-09-05,,
2019-09-10,0.8234322,0.6214069
2019-09-15,,
2019-09-20,0.6745148,0.42447442
2019-09-25,,
2019-09-30,,
2019-10-05,,
2019-10-10,,
2019-10-15,,
2019-10-20,,
2019-10-25,,
2019-10-30,,
2019-11-04,,
2019-11-09,,
2019-11-14,,
2019-11-19,,
2019-11-24,0.7741959,0.5286994
2019-11-29,,
2019-12-04,0.81187016,0.5529652
2019-12-09,,
2019-12-14,,
2019-12-19,0.7595303,0.5064841
2019-12-24,,
2019-12-29,,
2020-01-03,,
2020-01-08,,
2020-01-13,,
2020-01-18,,
2020-01-23,,
2020-01-28,,
2020-02-02,,
2020-02-07,0.7583233,0.5047139
2020-02-12,,
2020-02-17,,
2020-02-22,,
2020-02-27,,
2020-03-03,,
2020-03-08,,
2020-03-13,,
2020-03-18,,
2020-03-23,,
2020-03-28,0.68390095,0.4614495
2020-04-02,,
2020-04-07,0.7107603,0.52278167
2020-04-12,0.80025154,0.61848515
2020-04-17,,
2020-04-22,0.8483903,0.7057579
2020-04-27,,
2020-05-02,,
2020-05-07,0.89110154,0.7706907
2020-05-12,0.87214935,0.79182637
2020-05-17,0.8444913,0.7048003
2020-05-22,,
2020-05-27,0.7461456,0.5466943
2020-06-01,0.7593477,0.5658595
2020-06-06,0.7436517,0.6180164
2020-06-11,,
2020-06-16,,
2020-06-21,,
2020-06-26,0.70410234,0.50196385
2020-07-01,,
2020-07-06,,
2020-07-11,0.9141653,0.8837645
2020-07-16,,
2020-07-21,0.8705463,0.7739753
2020-07-26,,
2020-07-31,0.8432383,0.69404185
2020-08-05,0.7488269,0.55824715
2020-08-10,0.6088207,0.42313927
2020-08-15,,
2020-08-20,0.8052562,0.5655408
2020-08-25,,
2020-08-30,,
2020-09-04,,
2020-09-09,,
2020-09-14,0.8091495,0.6018954
2020-09-19,0.77460176,0.55484074
2020-09-24,,
2020-09-29,,
2020-10-04,,
2020-10-09,,
2020-10-14,,
2020-10-19,0.66856575,0.48634768
2020-10-24,,
2020-10-29,,
2020-11-03,,
2020-11-08,,
2020-11-13,,
2020-11-18,0.82423997,0.55638164
2020-11-23,,
