t,NDVI,EVI2
2017-01-03,0.39451128,0.27407143
2017-01-13,,
2017-01-16,,
2017-01-26,,
2017-02-02,,
2017-02-05,,
2017-02-12,,
2017-02-15,0.4042633,0.28471613
2017-02-22,,
2017-02-25,0.46013314,0.28906
2017-03-04,,
2017-03-07,,
2017-03-14,0.50807196,0.33449805
2017-03-17,0.539787,0.34625438
2017-03-19,,
2017-03-24,,
2017-03-27,0.62522995,0.43650946
2017-03-29,0.6260578,0.46290228
2017-04-01,,
2017-04-03,,
2017-04-06,,
2017-04-08,0.73092115,0.5279421
2017-04-11,0.7897888,0.5780054
2017-04-13,0.7913499,0.59732896
2017-04-16,,
2017-04-18,0.8127086,0.66939926
2017-04-21,0.8160485,0.6249383
2017-04-23,0.8255323,0.67444223
2017-04-26,,
2017-04-28,,
2017-05-01,,
2017-05-03,,
2017-05-06,,
2017-05-08,,
2017-05-11,,
2017-05-13,,
2017-05-16,0.83897513,0.6702413
2017-05-18,0.8404206,0.70069957
2017-05-21,,
2017-05-23,0.7768192,0.47034395
2017-05-26,0.91902846,0.8442148
2017-05-28,0.86068004,0.7310872
2017-06-02,0.8823028,0.7750837
2017-06-05,,
2017-06-07,,
2017-06-10,0.8693251,0.7191148
2017-06-12,,
2017-06-15,,
2017-06-17,0.82330763,0.72922176
2017-06-20,0.76715887,0.62932754
2017-06-22,,
2017-06-25,0.6212129,0.44275597
2017-06-27,,
2017-06-30,,
2017-07-02,,
2017-07-05,0.66270393,0.48136088
2017-07-07,0.67599607,0.5137164
2017-07-10,,
2017-07-12,,
2017-07-15,0.75337595,0.575036
2017-07-17,,
2017-07-20,,
2017-07-22,,
2017-07-25,,
2017-07-27,,
2017-07-30,,
2017-08-01,0.7981901,0.7260459
2017-08-04,0.5812203,0.3986991
2017-08-06,,
2017-08-09,,
2017-08-11,,
2017-08-14,0.871712,0.7259451
2017-08-16,,
2017-08-19,,
2017-08-21,0.861907,0.71750325
2017-08-24,0.79548955,0.6583023
2017-08-26,0.7996798,0.65349066
2017-08-29,0.63565534,0.46324542
2017-08-31,,
2017-09-03,0.8064975,0.63395983
2017-09-05,,
2017-09-08,,
2017-09-10,,
2017-09-13,,
2017-09-15,0.79320294,0.65992785
2017-09-18,,
2017-09-20,,
2017-09-23,,
2017-09-25,,
2017-09-28,,
2017-09-30,,
2017-10-03,,
2017-10-05,0.74081784,0.5363364
2017-10-08,,
2017-10-10,,
2017-10-13,,
2017-10-15,0.7540518,0.5384206
2017-10-18,0.59138125,0.3410694
2017-10-20,,
2017-10-23,,
2017-10-25,,
2017-10-28,0.7826007,0.56610966
2017-10-30,0.7823151,0.4364346
2017-11-02,,
2017-11-04,,
2017-11-07,,
2017-11-09,,
2017-11-12,,
2017-11-14,,
2017-11-17,0.6956195,0.50234944
2017-11-19,,
2017-11-22,0.68766934,0.4918087
2017-11-24,,
2017-11-27,0.65130156,0.4698383
2017-11-29,,
2017-12-02,,
2017-12-07,,
2017-12-09,,
2017-12-12,,
2017-12-14,,
2017-12-17,,
2017-12-19,,
2017-12-22,,
2017-12-24,0.38172463,0.30282718
2017-12-27,,
2017-12-29,,
2018-01-01,,
2018-01-03,,
2018-01-06,,
2018-01-08,,
2018-01-11,,
