t,LAI_mean
2017-01-04,
2017-01-07,0.54094386
2017-01-14,0.6918989
2017-01-24,0.5230344
2017-01-27,0.4041236
2017-02-03,
2017-02-06,
2017-02-13,
2017-02-16,0.6594834
2017-02-23,0.21778783
2017-02-26,
2017-03-05,0.7682275
2017-03-08,0.99718344
2017-03-15,
2017-03-17,0.5845396
2017-03-18,
2017-03-20,0.35828814
2017-03-23,
2017-03-25,1.1470541
2017-03-28,1.5142907
2017-03-30,1.8176124
2017-04-02,
2017-04-04,
2017-04-07,
2017-04-09,2.9430213
2017-04-12,2.9082363
2017-04-14,2.868213
2017-04-17,4.3742795
2017-04-22,3.8974755
2017-04-24,
2017-04-27,
2017-04-29,4.0113006
2017-05-02,4.07068
2017-05-04,
2017-05-07,
2017-05-09,
2017-05-12,
2017-05-14,
2017-05-17,3.8013902
2017-05-19,
2017-05-22,
2017-05-24,
2017-05-27,4.0239267
2017-05-29,4.2391624
2017-06-01,
2017-06-03,4.386605
2017-06-06,
2017-06-08,
2017-06-11,4.086205
2017-06-13,3.6519568
2017-06-16,
2017-06-18,4.1627436
2017-06-21,
2017-06-23,3.7903075
2017-06-26,
2017-06-28,
2017-07-01,3.7116027
2017-07-03,3.838593
2017-07-06,3.3557436
2017-07-08,3.4333096
2017-07-11,
2017-07-13,
2017-07-16,3.6668153
2017-07-18,3.8639696
2017-07-21,
2017-07-23,3.682428
2017-07-26,3.7844875
2017-07-28,3.1628547
2017-07-31,3.1954823
2017-08-02,3.1139376
2017-08-05,3.2651484
2017-08-07,3.5052917
2017-08-10,
2017-08-12,3.5699277
2017-08-15,3.1907632
2017-08-17,3.2911935
2017-08-20,3.5398543
2017-08-22,1.7134951
2017-08-25,2.93677
2017-08-27,3.3599164
2017-08-30,2.3423872
2017-09-01,
2017-09-04,
2017-09-06,
2017-09-09,
2017-09-11,
2017-09-14,
2017-09-16,
2017-09-19,
2017-09-21,2.640957
2017-09-24,1.9166603
2017-09-26,2.5364325
2017-09-29,
2017-10-01,
2017-10-04,
2017-10-06,0.62147033
2017-10-09,1.6710565
2017-10-11,1.7222008
2017-10-14,0.9973401
2017-10-16,1.5980452
2017-10-19,
2017-10-21,
2017-10-24,2.0120466
2017-10-26,
2017-10-29,
2017-10-31,
2017-11-03,0.7522718
2017-11-05,
2017-11-08,
2017-11-10,0.9698971
2017-11-13,
2017-11-15,
2017-11-18,0.75895846
2017-11-20,
2017-11-23,
2017-11-28,
2017-11-30,
2017-12-03,0.73153657
2017-12-05,0.55608624
2017-12-08,
2017-12-10,
2017-12-13,
2017-12-15,
2017-12-18,
2017-12-20,0.5000661
2017-12-23,0.53011274
2017-12-25,0.38278276
2017-12-28,
2017-12-30,
2018-01-02,
2018-01-04,
2018-01-07,
2018-01-09,
2018-01-12,
2018-01-14,0.3306573
2018-01-17,
2018-01-19,
2018-01-22,0.71832895
2018-01-24,0.4269126
2018-01-27,0.111301385
2018-01-29,
2018-02-01,
2018-02-03,
2018-02-06,
2018-02-08,
2018-02-11,
2018-02-13,
2018-02-16,
2018-02-18,
2018-02-21,
2018-02-23,
2018-02-26,0.8203979
2018-02-28,0.60198766
2018-03-03,
2018-03-05,
2018-03-08,1.0737908
2018-03-10,
2018-03-13,
2018-03-15,
2018-03-18,
2018-03-20,
2018-03-23,1.2597549
2018-03-25,
2018-03-28,0.9886843
2018-03-30,
2018-04-02,1.1343158
2018-04-04,
2018-04-07,
2018-04-09,
2018-04-12,
2018-04-14,
2018-04-17,2.3042467
2018-04-19,3.1296005
2018-04-22,3.3302884
2018-04-24,3.6751814
2018-04-27,3.9874551
2018-04-29,
2018-05-02,
2018-05-04,4.206879
2018-05-07,
2018-05-09,3.2581968
2018-05-12,4.1696806
2018-05-14,
2018-05-17,
2018-05-19,4.504488
2018-05-22,
2018-05-24,4.455691
2018-05-29,
2018-06-01,4.197748
2018-06-03,
2018-06-06,1.960841
2018-06-08,
2018-06-11,3.0854151
2018-06-13,2.6212604
2018-06-16,3.3772388
2018-06-18,3.926242
2018-06-21,3.2443457
2018-06-23,3.8960934
2018-06-26,3.7108088
2018-06-28,
2018-07-01,3.6489952
2018-07-03,
2018-07-06,
2018-07-08,3.5494034
2018-07-11,
2018-07-13,
2018-07-16,
2018-07-18,3.5377932
2018-07-21,
2018-07-23,3.474277
2018-07-26,
2018-07-28,3.0866115
2018-07-31,2.8930051
2018-08-02,
2018-08-05,2.7021449
2018-08-07,2.9454508
2018-08-10,3.043408
2018-08-12,2.7161753
2018-08-15,2.9949758
2018-08-17,3.0652943
2018-08-20,2.7146237
2018-08-22,2.6493773
2018-08-25,
2018-08-27,2.8658276
2018-08-30,
2018-09-01,
2018-09-04,2.4735622
2018-09-06,2.3075962
2018-09-09,1.993706
2018-09-11,1.3581117
2018-09-14,0.93528324
2018-09-16,2.0390968
2018-09-19,1.4848706
2018-09-21,1.822176
2018-09-24,1.8717904
2018-09-26,2.326139
2018-09-29,2.0714402
2018-10-01,
2018-10-04,2.0910494
2018-10-06,
2018-10-09,1.5731682
2018-10-11,
2018-10-14,1.2827352
2018-10-16,
2018-10-19,1.1982293
2018-10-21,
2018-10-24,1.8415694
2018-10-26,
2018-10-29,
2018-10-31,
2018-11-03,
2018-11-05,
2018-11-08,0.4878316
2018-11-10,
2018-11-15,
2018-11-18,1.0048969
2018-11-20,
2018-11-23,
2018-11-25,
2018-11-28,0.38211596
2018-11-30,
2018-12-03,
2018-12-05,0.5858406
2018-12-08,0.6862258
2018-12-10,0.7275665
2018-12-13,
2018-12-15,0.40828097
2018-12-18,
2018-12-20,
2018-12-23,
2018-12-25,
2018-12-28,
2018-12-30,
2019-01-02,
2019-01-04,
2019-01-07,0.15125324
2019-01-09,
2019-01-12,
2019-01-14,0.44974983
2019-01-17,
2019-01-19,
2019-01-22,0.59362644
2019-01-24,0.5524882
2019-01-27,
2019-01-29,0.7506228
2019-02-01,
2019-02-03,
2019-02-06,0.8518747
2019-02-08,0.59575546
2019-02-11,
2019-02-13,
2019-02-16,0.5889069
2019-02-18,0.5642568
2019-02-21,
2019-02-23,0.873874
2019-02-26,
2019-02-28,0.5218187
2019-03-03,0.359383
2019-03-05,0.50233
2019-03-08,0.9199322
2019-03-10,
2019-03-13,
2019-03-15,0.91048926
2019-03-18,
2019-03-20,1.0787243
2019-03-23,1.0808444
2019-03-25,1.1520882
2019-03-28,1.3283172
2019-03-30,1.3137388
2019-04-02,
2019-04-04,
2019-04-07,
2019-04-09,
2019-04-12,
2019-04-14,
2019-04-17,2.7098687
2019-04-19,3.2136025
2019-04-22,
2019-04-24,
2019-04-27,
2019-04-29,
2019-05-02,3.7449732
2019-05-04,
2019-05-07,
2019-05-09,3.7510905
2019-05-12,
2019-05-14,
2019-05-17,
2019-05-19,
2019-05-24,3.924692
2019-05-27,
2019-05-29,
2019-06-01,3.8012123
2019-06-03,4.017428
2019-06-06,
2019-06-11,2.8445044
2019-06-13,4.393267
2019-06-16,4.183811
2019-06-18,4.194267
2019-06-21,3.8159902
2019-06-23,3.8423355
2019-06-26,3.359292
2019-06-28,2.7416608
2019-07-01,3.9996493
2019-07-03,3.9340167
2019-07-06,3.493181
2019-07-08,
2019-07-11,
2019-07-13,4.156527
2019-07-16,3.5603197
2019-07-18,
2019-07-21,3.150566
2019-07-23,3.4097824
2019-07-26,3.3947718
2019-07-28,
2019-07-31,
2019-08-02,
2019-08-05,3.227012
2019-08-07,
2019-08-10,3.2552588
2019-08-12,
2019-08-15,2.6018336
2019-08-17,
2019-08-20,3.8060367
2019-08-22,
2019-08-25,3.002932
2019-08-27,2.550628
2019-08-30,1.7668215
2019-09-01,2.7858057
2019-09-04,2.7247682
2019-09-06,
2019-09-09,2.7544286
2019-09-11,2.060072
2019-09-14,2.4159956
2019-09-16,1.6850685
2019-09-19,
2019-09-21,2.686118
2019-09-24,
2019-09-26,1.8120129
2019-09-29,2.434711
2019-10-01,
2019-10-04,1.4716192
2019-10-06,
2019-10-09,
2019-10-11,1.902419
2019-10-14,1.0110801
2019-10-16,2.164041
2019-10-19,
2019-10-21,
2019-10-24,
2019-10-26,1.5939864
2019-10-29,
2019-10-31,
2019-11-03,
2019-11-05,0.49189973
2019-11-08,
2019-11-10,1.5168202
2019-11-13,
2019-11-15,
2019-11-18,
2019-11-20,
2019-11-23,
2019-11-28,
2019-11-30,
2019-12-03,0.69457084
2019-12-05,0.5432029
2019-12-08,0.5268626
2019-12-10,
2019-12-13,
2019-12-15,
2019-12-18,
2019-12-20,
2019-12-23,0.7828402
2019-12-25,0.76333666
2019-12-28,0.51710397
2019-12-30,0.3307917
2020-01-02,0.43353605
2020-01-04,0.38327867
2020-01-07,
2020-01-09,
2020-01-12,0.5941626
2020-01-14,
2020-01-17,0.5626752
2020-01-19,
2020-01-22,
2020-01-24,
2020-01-27,0.045926575
2020-01-29,0.7138979
2020-02-01,
2020-02-03,
2020-02-06,0.7043656
2020-02-08,0.42912954
2020-02-11,0.855231
2020-02-13,0.6457405
2020-02-16,
2020-02-18,
2020-02-21,0.6470133
2020-02-23,
2020-02-26,0.8718345
2020-02-28,0.8164674
2020-03-02,
2020-03-04,
2020-03-07,1.0193658
2020-03-09,
2020-03-12,
2020-03-14,
2020-03-17,1.0375961
2020-03-19,1.0355407
2020-03-22,
2020-03-24,1.2680602
2020-03-27,
2020-03-29,1.4943216
2020-04-01,
2020-04-03,1.6388085
2020-04-06,1.8647981
2020-04-08,2.5042431
2020-04-11,2.8302898
2020-04-13,
2020-04-16,
2020-04-18,
2020-04-21,
2020-04-23,4.1989255
2020-04-26,3.4048939
2020-04-28,
2020-05-01,
2020-05-03,
2020-05-06,
2020-05-08,4.5008774
2020-05-11,
2020-05-13,
2020-05-16,
2020-05-18,
2020-05-21,4.054158
2020-05-23,3.8816123
2020-05-26,
2020-05-28,4.2115583
2020-05-31,4.083633
2020-06-02,3.8295019
2020-06-05,
2020-06-07,
2020-06-10,
2020-06-12,3.7339416
2020-06-15,
2020-06-17,3.7655513
